id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage
419267,Female,47,1,28.0,1,1-2 Year,No,40808.0,26.0,70
419268,Male,76,1,36.0,1,1-2 Year,No,40242.0,26.0,89
419269,Female,20,1,24.0,0,< 1 Year,Yes,36704.0,160.0,229
419270,Male,23,1,28.0,1,< 1 Year,No,102135.0,152.0,253
419271,Male,24,1,6.0,1,< 1 Year,No,35537.0,152.0,97
419272,Female,35,1,17.0,0,1-2 Year,Yes,43356.0,124.0,112
419273,Male,49,1,48.0,0,1-2 Year,Yes,2630.0,26.0,88
419274,Male,21,1,47.0,0,< 1 Year,No,2630.0,152.0,274
419275,Female,33,1,8.0,0,1-2 Year,Yes,72386.0,124.0,186
419276,Female,67,1,28.0,1,1-2 Year,No,37258.0,26.0,74
419277,Male,37,1,20.0,1,1-2 Year,No,2630.0,124.0,276
419278,Male,44,1,39.0,0,> 2 Years,Yes,2630.0,124.0,15
419279,Male,57,1,6.0,0,1-2 Year,Yes,22686.0,157.0,90
419280,Male,28,1,33.0,1,< 1 Year,No,35554.0,152.0,238
419281,Male,51,1,3.0,1,1-2 Year,No,49824.0,26.0,66
419282,Male,26,1,9.0,1,< 1 Year,No,2630.0,152.0,153
419283,Female,26,1,41.0,1,< 1 Year,No,32935.0,152.0,21
419284,Female,23,1,27.0,0,< 1 Year,Yes,27469.0,152.0,114
419285,Male,24,1,8.0,0,< 1 Year,Yes,80958.0,152.0,205
419286,Male,51,1,31.0,0,1-2 Year,Yes,2630.0,26.0,118
419287,Male,45,1,8.0,0,1-2 Year,Yes,48120.0,124.0,124
419288,Female,37,1,28.0,0,1-2 Year,Yes,2630.0,124.0,95
419289,Female,22,1,10.0,1,< 1 Year,No,22025.0,152.0,147
419290,Male,25,1,33.0,1,< 1 Year,No,30652.0,152.0,272
419291,Male,45,1,48.0,0,1-2 Year,Yes,2630.0,124.0,17
419292,Female,25,1,8.0,0,< 1 Year,Yes,30600.0,152.0,260
419293,Female,42,1,28.0,0,1-2 Year,Yes,36535.0,26.0,210
419294,Female,26,1,33.0,1,< 1 Year,No,32621.0,152.0,102
419295,Male,28,1,28.0,1,< 1 Year,No,61891.0,152.0,194
419296,Female,22,1,32.0,0,< 1 Year,No,10860.0,152.0,64
419297,Female,28,1,33.0,1,< 1 Year,No,32384.0,151.0,136
419298,Male,43,1,41.0,1,1-2 Year,No,33964.0,26.0,129
419299,Female,31,1,37.0,0,< 1 Year,Yes,30436.0,152.0,43
419300,Female,40,1,28.0,1,1-2 Year,No,303550.0,26.0,137
419301,Female,43,1,18.0,0,1-2 Year,Yes,39677.0,124.0,192
419302,Male,46,1,28.0,0,1-2 Year,Yes,23183.0,124.0,59
419303,Female,24,1,29.0,1,< 1 Year,No,49303.0,152.0,84
419304,Male,27,1,28.0,0,< 1 Year,Yes,91637.0,160.0,263
419305,Male,29,1,45.0,0,< 1 Year,No,21361.0,152.0,165
419306,Female,52,1,28.0,1,1-2 Year,No,42685.0,26.0,282
419307,Male,23,1,15.0,1,< 1 Year,No,42022.0,152.0,238
419308,Female,51,1,28.0,1,1-2 Year,No,45843.0,26.0,11
419309,Male,35,1,11.0,0,1-2 Year,Yes,2630.0,124.0,282
419310,Male,24,1,9.0,0,< 1 Year,No,30646.0,152.0,180
419311,Female,72,1,48.0,0,1-2 Year,Yes,2630.0,15.0,245
419312,Male,21,1,8.0,0,< 1 Year,No,47186.0,160.0,133
419313,Male,23,1,15.0,1,< 1 Year,Yes,20274.0,152.0,152
419314,Male,24,1,30.0,0,< 1 Year,Yes,25158.0,152.0,130
419315,Male,44,1,35.0,1,1-2 Year,No,28089.0,25.0,78
419316,Male,29,1,8.0,0,< 1 Year,Yes,47889.0,154.0,165
419317,Male,31,1,28.0,0,1-2 Year,Yes,77610.0,124.0,167
419318,Male,23,1,23.0,1,< 1 Year,No,23685.0,152.0,169
419319,Male,34,1,3.0,1,1-2 Year,Yes,25278.0,155.0,72
419320,Male,34,1,41.0,0,1-2 Year,Yes,36448.0,154.0,287
419321,Male,29,1,30.0,1,< 1 Year,No,24698.0,152.0,26
419322,Female,54,1,28.0,0,> 2 Years,Yes,27674.0,26.0,65
419323,Female,29,1,10.0,1,< 1 Year,No,20265.0,107.0,121
419324,Female,23,1,11.0,1,< 1 Year,No,23554.0,152.0,89
419325,Female,29,1,50.0,1,< 1 Year,No,33620.0,152.0,70
419326,Male,27,1,17.0,1,< 1 Year,No,2630.0,152.0,116
419327,Female,46,1,28.0,1,1-2 Year,No,2630.0,124.0,249
419328,Female,23,1,15.0,1,< 1 Year,No,21987.0,152.0,154
419329,Male,69,1,41.0,1,1-2 Year,No,42778.0,12.0,95
419330,Male,65,1,28.0,0,> 2 Years,Yes,60325.0,26.0,39
419331,Male,55,1,10.0,0,1-2 Year,No,2630.0,156.0,294
419332,Female,24,1,15.0,1,< 1 Year,No,33075.0,152.0,280
419333,Female,32,1,24.0,0,< 1 Year,Yes,36925.0,124.0,37
419334,Female,23,1,17.0,0,1-2 Year,Yes,28362.0,124.0,170
419335,Male,51,1,28.0,0,1-2 Year,Yes,69748.0,124.0,295
419336,Female,38,1,50.0,1,1-2 Year,No,22844.0,30.0,50
419337,Female,21,1,29.0,1,< 1 Year,No,24373.0,152.0,212
419338,Female,66,1,28.0,0,1-2 Year,No,42926.0,122.0,147
419339,Male,38,1,28.0,0,1-2 Year,Yes,39540.0,124.0,240
419340,Male,22,1,41.0,1,< 1 Year,No,26136.0,152.0,44
419341,Female,25,1,38.0,0,1-2 Year,No,22677.0,157.0,226
419342,Female,45,1,47.0,0,1-2 Year,Yes,34058.0,124.0,56
419343,Male,43,1,29.0,0,1-2 Year,Yes,42096.0,124.0,148
419344,Male,49,1,8.0,1,1-2 Year,Yes,32769.0,124.0,192
419345,Male,23,1,50.0,1,< 1 Year,No,32516.0,152.0,51
419346,Female,29,1,9.0,1,< 1 Year,No,23203.0,152.0,88
419347,Female,26,1,41.0,1,< 1 Year,No,32696.0,152.0,59
419348,Male,55,1,28.0,0,1-2 Year,Yes,38722.0,3.0,167
419349,Female,57,1,50.0,0,1-2 Year,Yes,2630.0,124.0,268
419350,Female,30,1,3.0,1,< 1 Year,No,39210.0,152.0,258
419351,Male,34,1,21.0,1,1-2 Year,No,34831.0,152.0,204
419352,Male,24,1,46.0,1,< 1 Year,No,33474.0,152.0,276
419353,Female,55,1,46.0,1,1-2 Year,No,29175.0,160.0,219
419354,Male,59,1,28.0,0,1-2 Year,Yes,2630.0,55.0,239
419355,Male,52,1,28.0,1,1-2 Year,No,48518.0,26.0,66
419356,Female,27,1,36.0,0,< 1 Year,Yes,39160.0,152.0,276
419357,Female,46,1,28.0,0,1-2 Year,No,38318.0,29.0,55
419358,Female,35,1,28.0,1,1-2 Year,No,46907.0,55.0,262
419359,Male,65,1,28.0,0,1-2 Year,Yes,34146.0,122.0,206
419360,Male,22,1,3.0,1,< 1 Year,No,28489.0,152.0,54
419361,Female,21,1,9.0,1,< 1 Year,No,23772.0,160.0,112
419362,Male,71,1,28.0,0,1-2 Year,Yes,42708.0,31.0,92
419363,Female,52,1,28.0,0,> 2 Years,Yes,47725.0,26.0,276
419364,Male,47,1,46.0,0,1-2 Year,No,38408.0,152.0,239
419365,Female,21,1,38.0,1,< 1 Year,No,2630.0,160.0,256
419366,Male,61,1,28.0,1,1-2 Year,Yes,91279.0,26.0,180
419367,Male,38,1,41.0,0,1-2 Year,Yes,27897.0,124.0,48
419368,Female,22,1,35.0,1,< 1 Year,No,30202.0,152.0,22
419369,Female,45,1,28.0,1,1-2 Year,No,24370.0,26.0,82
419370,Female,42,1,8.0,0,1-2 Year,Yes,31866.0,26.0,87
419371,Female,54,1,16.0,1,1-2 Year,No,2630.0,152.0,99
419372,Male,53,1,29.0,0,1-2 Year,No,32183.0,124.0,126
419373,Male,28,1,39.0,0,< 1 Year,No,2630.0,26.0,94
419374,Female,21,1,20.0,0,< 1 Year,Yes,2630.0,157.0,43
419375,Male,50,1,28.0,1,1-2 Year,No,32066.0,23.0,243
419376,Female,23,1,19.0,0,< 1 Year,Yes,35320.0,152.0,48
419377,Female,28,1,45.0,1,< 1 Year,No,24230.0,152.0,254
419378,Male,28,1,28.0,1,< 1 Year,No,24206.0,152.0,261
419379,Male,22,1,11.0,1,< 1 Year,No,23397.0,152.0,63
419380,Male,28,1,35.0,1,< 1 Year,No,2630.0,152.0,285
419381,Male,45,1,8.0,0,1-2 Year,Yes,36138.0,26.0,54
419382,Female,39,1,4.0,0,1-2 Year,Yes,19684.0,156.0,218
419383,Male,74,1,15.0,0,1-2 Year,No,2630.0,124.0,195
419384,Male,39,1,29.0,0,1-2 Year,Yes,30331.0,124.0,219
419385,Male,37,1,28.0,1,1-2 Year,No,38713.0,124.0,144
419386,Female,72,1,30.0,1,1-2 Year,No,23112.0,152.0,122
419387,Female,48,1,47.0,0,1-2 Year,No,28613.0,26.0,116
419388,Male,52,1,28.0,0,1-2 Year,Yes,35949.0,122.0,163
419389,Female,21,1,24.0,1,< 1 Year,No,26491.0,152.0,137
419390,Male,49,1,41.0,0,1-2 Year,Yes,37629.0,26.0,279
419391,Male,27,1,36.0,1,< 1 Year,No,33779.0,152.0,250
419392,Female,22,1,13.0,0,< 1 Year,Yes,2630.0,160.0,110
419393,Male,47,1,28.0,0,1-2 Year,Yes,24872.0,124.0,167
419394,Male,72,1,28.0,1,1-2 Year,No,2630.0,26.0,206
419395,Male,68,0,28.0,1,1-2 Year,No,41398.0,26.0,151
419396,Female,52,1,8.0,0,1-2 Year,Yes,69200.0,26.0,59
419397,Male,39,1,0.0,1,1-2 Year,No,2630.0,44.0,177
419398,Male,50,1,8.0,0,1-2 Year,Yes,37598.0,25.0,146
419399,Male,48,1,28.0,0,1-2 Year,Yes,2630.0,124.0,228
419400,Female,25,1,10.0,1,< 1 Year,No,2630.0,152.0,156
419401,Male,39,1,47.0,1,1-2 Year,No,27351.0,124.0,160
419402,Male,28,1,30.0,1,< 1 Year,No,30820.0,152.0,83
419403,Male,45,1,28.0,0,> 2 Years,Yes,38647.0,26.0,171
419404,Male,66,1,3.0,0,1-2 Year,Yes,2630.0,26.0,199
419405,Male,26,1,18.0,1,< 1 Year,No,29613.0,152.0,190
419406,Male,34,1,46.0,1,1-2 Year,No,32882.0,152.0,124
419407,Female,32,1,28.0,0,< 1 Year,Yes,37998.0,124.0,87
419408,Female,21,1,11.0,0,< 1 Year,Yes,24840.0,152.0,55
419409,Female,23,1,12.0,0,< 1 Year,Yes,30462.0,160.0,272
419410,Male,55,1,18.0,1,1-2 Year,No,2630.0,26.0,141
419411,Female,64,1,28.0,1,1-2 Year,No,37274.0,124.0,266
419412,Female,44,1,8.0,0,1-2 Year,Yes,38578.0,26.0,237
419413,Female,20,1,8.0,0,< 1 Year,Yes,33206.0,160.0,126
419414,Female,46,1,28.0,0,1-2 Year,Yes,23656.0,124.0,149
419415,Female,23,1,8.0,1,< 1 Year,No,25544.0,152.0,53
419416,Female,23,1,29.0,0,< 1 Year,Yes,32155.0,152.0,203
419417,Female,32,1,41.0,0,1-2 Year,No,2630.0,156.0,13
419418,Male,26,1,14.0,1,< 1 Year,No,22090.0,152.0,29
419419,Female,34,1,28.0,0,1-2 Year,Yes,47716.0,24.0,276
419420,Male,43,1,7.0,1,1-2 Year,No,2630.0,157.0,119
419421,Female,46,1,28.0,0,1-2 Year,Yes,42535.0,26.0,153
419422,Female,71,1,41.0,1,1-2 Year,No,40835.0,152.0,168
419423,Male,58,1,8.0,0,1-2 Year,Yes,55328.0,26.0,237
419424,Female,51,1,8.0,0,1-2 Year,Yes,51281.0,25.0,100
419425,Male,50,1,3.0,0,1-2 Year,Yes,28476.0,124.0,258
419426,Male,60,1,33.0,0,1-2 Year,Yes,49401.0,26.0,270
419427,Female,23,1,15.0,1,< 1 Year,No,41995.0,152.0,135
419428,Female,58,1,33.0,1,1-2 Year,No,27619.0,152.0,154
419429,Female,24,1,8.0,0,< 1 Year,Yes,64412.0,152.0,39
419430,Female,21,1,9.0,1,< 1 Year,No,28998.0,160.0,14
419431,Male,53,1,28.0,0,1-2 Year,Yes,44305.0,124.0,218
419432,Male,41,1,48.0,1,1-2 Year,No,2630.0,26.0,173
419433,Female,37,1,15.0,0,< 1 Year,Yes,2630.0,1.0,27
419434,Female,24,1,25.0,0,< 1 Year,No,2630.0,152.0,176
419435,Male,26,1,36.0,0,1-2 Year,Yes,26756.0,26.0,168
419436,Female,69,1,28.0,1,1-2 Year,No,29330.0,152.0,166
419437,Male,51,1,46.0,0,1-2 Year,No,26222.0,124.0,118
419438,Female,50,1,28.0,0,1-2 Year,Yes,53006.0,124.0,111
419439,Female,25,1,18.0,1,< 1 Year,No,45469.0,152.0,246
419440,Male,63,1,35.0,1,1-2 Year,No,47770.0,124.0,35
419441,Female,25,1,30.0,0,< 1 Year,Yes,35455.0,152.0,25
419442,Female,32,1,8.0,1,< 1 Year,No,37558.0,152.0,267
419443,Male,23,1,32.0,0,< 1 Year,Yes,25779.0,151.0,65
419444,Female,23,1,18.0,1,< 1 Year,No,28466.0,152.0,216
419445,Female,47,1,28.0,0,1-2 Year,Yes,39304.0,26.0,91
419446,Male,34,1,29.0,0,1-2 Year,Yes,45766.0,26.0,187
419447,Male,46,1,46.0,0,1-2 Year,Yes,39070.0,124.0,199
419448,Female,46,1,28.0,0,> 2 Years,Yes,58430.0,26.0,126
419449,Female,33,1,50.0,1,< 1 Year,No,32533.0,152.0,192
419450,Male,22,1,28.0,1,< 1 Year,No,31631.0,160.0,128
419451,Male,21,1,3.0,0,< 1 Year,Yes,2630.0,160.0,132
419452,Male,24,1,11.0,1,< 1 Year,No,33274.0,152.0,239
419453,Male,36,1,41.0,1,1-2 Year,No,39040.0,109.0,264
419454,Male,31,1,7.0,0,1-2 Year,No,2630.0,124.0,20
419455,Female,49,1,8.0,1,1-2 Year,No,2630.0,26.0,296
419456,Female,40,1,50.0,1,1-2 Year,No,21037.0,152.0,109
419457,Male,72,1,48.0,1,1-2 Year,No,2630.0,15.0,25
419458,Female,41,1,18.0,0,1-2 Year,Yes,32158.0,26.0,53
419459,Female,49,1,28.0,0,1-2 Year,Yes,38986.0,124.0,169
419460,Male,35,1,41.0,0,1-2 Year,Yes,25099.0,124.0,158
419461,Female,24,1,9.0,1,< 1 Year,No,29974.0,151.0,44
419462,Male,26,1,40.0,1,< 1 Year,No,32383.0,152.0,94
419463,Female,47,1,46.0,0,1-2 Year,Yes,2630.0,124.0,54
419464,Female,25,1,28.0,1,< 1 Year,No,42919.0,124.0,283
419465,Male,50,1,28.0,0,> 2 Years,Yes,32905.0,124.0,130
419466,Female,35,1,45.0,0,1-2 Year,Yes,2630.0,154.0,124
419467,Male,39,1,28.0,0,1-2 Year,Yes,38267.0,124.0,89
419468,Female,20,1,45.0,0,< 1 Year,Yes,29634.0,160.0,80
419469,Male,66,1,8.0,0,1-2 Year,Yes,27527.0,26.0,80
419470,Female,31,1,28.0,0,1-2 Year,Yes,32022.0,154.0,86
419471,Male,35,1,0.0,0,1-2 Year,Yes,2630.0,26.0,194
419472,Female,23,1,6.0,1,< 1 Year,No,26245.0,152.0,33
419473,Male,69,1,28.0,0,1-2 Year,Yes,62690.0,122.0,215
419474,Male,52,1,28.0,0,1-2 Year,Yes,42497.0,122.0,285
419475,Female,30,1,14.0,0,1-2 Year,Yes,2630.0,124.0,71
419476,Male,31,1,28.0,1,1-2 Year,Yes,29159.0,122.0,193
419477,Female,26,1,36.0,1,< 1 Year,No,24892.0,160.0,160
419478,Female,27,1,29.0,0,1-2 Year,No,23237.0,124.0,193
419479,Male,70,1,8.0,0,> 2 Years,Yes,2630.0,124.0,215
419480,Female,25,1,9.0,1,< 1 Year,No,20977.0,152.0,226
419481,Male,47,1,28.0,0,> 2 Years,Yes,48563.0,124.0,91
419482,Male,62,1,25.0,1,1-2 Year,Yes,45838.0,124.0,163
419483,Female,27,1,39.0,1,< 1 Year,No,32245.0,152.0,262
419484,Male,65,1,47.0,1,1-2 Year,No,29441.0,124.0,64
419485,Male,44,1,36.0,1,1-2 Year,No,2630.0,26.0,102
419486,Female,25,1,10.0,0,< 1 Year,Yes,29472.0,26.0,29
419487,Male,40,1,28.0,0,1-2 Year,Yes,41519.0,7.0,271
419488,Female,22,1,28.0,1,< 1 Year,No,67033.0,152.0,129
419489,Male,54,1,47.0,0,1-2 Year,Yes,34841.0,26.0,292
419490,Male,39,1,35.0,0,1-2 Year,Yes,25391.0,160.0,288
419491,Male,44,1,33.0,0,1-2 Year,Yes,2630.0,156.0,239
419492,Female,21,1,30.0,0,< 1 Year,Yes,28104.0,152.0,38
419493,Male,71,1,48.0,0,> 2 Years,Yes,2630.0,124.0,178
419494,Male,64,1,28.0,0,1-2 Year,Yes,30363.0,13.0,253
419495,Male,21,1,49.0,1,< 1 Year,No,2630.0,152.0,204
419496,Male,48,1,28.0,0,1-2 Year,Yes,44363.0,120.0,226
419497,Female,24,1,26.0,1,< 1 Year,No,26302.0,152.0,128
419498,Male,70,0,28.0,0,1-2 Year,Yes,26438.0,26.0,59
419499,Male,44,1,41.0,0,1-2 Year,Yes,32331.0,124.0,172
419500,Male,54,1,46.0,0,1-2 Year,No,20614.0,124.0,187
419501,Female,43,1,28.0,0,1-2 Year,Yes,2630.0,124.0,189
419502,Female,26,1,39.0,0,< 1 Year,Yes,2630.0,152.0,280
419503,Female,45,1,30.0,1,1-2 Year,No,21843.0,152.0,34
419504,Female,38,1,28.0,0,1-2 Year,Yes,49127.0,52.0,283
419505,Male,27,1,2.0,0,< 1 Year,Yes,32639.0,152.0,73
419506,Male,45,1,8.0,0,1-2 Year,Yes,25689.0,4.0,188
419507,Female,22,1,12.0,0,< 1 Year,Yes,25478.0,152.0,173
419508,Male,42,1,28.0,0,1-2 Year,Yes,43037.0,13.0,284
419509,Male,39,1,28.0,0,1-2 Year,Yes,36003.0,124.0,160
419510,Male,28,1,46.0,1,< 1 Year,No,24686.0,152.0,241
419511,Female,24,1,8.0,0,< 1 Year,No,49574.0,160.0,63
419512,Male,28,1,8.0,0,1-2 Year,Yes,49667.0,124.0,242
419513,Female,26,1,3.0,0,< 1 Year,No,2630.0,152.0,252
419514,Female,25,1,28.0,1,< 1 Year,No,24845.0,152.0,299
419515,Female,59,1,40.0,1,1-2 Year,No,39196.0,124.0,64
419516,Male,20,1,30.0,0,< 1 Year,Yes,36905.0,124.0,263
419517,Female,22,1,21.0,1,< 1 Year,No,22392.0,152.0,50
419518,Male,23,1,17.0,1,< 1 Year,No,34599.0,160.0,26
419519,Female,21,1,46.0,0,< 1 Year,Yes,45034.0,160.0,239
419520,Female,43,1,37.0,0,1-2 Year,Yes,52740.0,124.0,147
419521,Female,24,1,36.0,0,< 1 Year,Yes,25148.0,152.0,50
419522,Male,24,1,13.0,0,< 1 Year,Yes,30273.0,152.0,67
419523,Male,50,1,37.0,0,1-2 Year,Yes,22963.0,163.0,29
419524,Male,39,1,29.0,0,1-2 Year,Yes,34036.0,154.0,51
419525,Male,37,1,15.0,1,1-2 Year,No,2630.0,152.0,109
419526,Female,30,1,37.0,0,1-2 Year,Yes,2630.0,156.0,19
419527,Male,34,1,42.0,0,1-2 Year,Yes,38595.0,26.0,26
419528,Female,32,1,3.0,0,1-2 Year,Yes,2630.0,157.0,193
419529,Female,24,1,28.0,1,< 1 Year,No,48391.0,152.0,287
419530,Male,23,1,45.0,1,< 1 Year,No,2630.0,152.0,269
419531,Female,44,1,0.0,1,1-2 Year,No,2630.0,26.0,59
419532,Male,42,1,50.0,1,1-2 Year,No,2630.0,8.0,188
419533,Male,26,1,29.0,1,< 1 Year,No,38122.0,152.0,271
419534,Female,27,1,21.0,1,< 1 Year,No,30856.0,152.0,65
419535,Male,37,1,41.0,0,1-2 Year,Yes,2630.0,163.0,16
419536,Female,27,1,36.0,0,< 1 Year,Yes,2630.0,152.0,294
419537,Female,25,1,28.0,1,< 1 Year,No,69745.0,152.0,130
419538,Female,57,1,41.0,0,1-2 Year,Yes,33821.0,124.0,145
419539,Female,68,1,28.0,0,1-2 Year,Yes,27606.0,124.0,139
419540,Male,29,1,30.0,0,< 1 Year,No,2630.0,1.0,213
419541,Male,29,1,11.0,1,< 1 Year,No,2630.0,152.0,56
419542,Male,20,1,27.0,0,< 1 Year,Yes,27529.0,160.0,148
419543,Female,36,1,11.0,1,1-2 Year,No,47849.0,152.0,37
419544,Male,43,1,44.0,0,1-2 Year,No,29844.0,124.0,89
419545,Male,27,1,41.0,0,< 1 Year,Yes,30957.0,152.0,259
419546,Male,51,1,28.0,1,1-2 Year,No,46647.0,26.0,64
419547,Male,20,1,36.0,0,< 1 Year,Yes,35921.0,152.0,141
419548,Female,37,1,39.0,0,1-2 Year,Yes,2630.0,124.0,24
419549,Male,24,1,36.0,1,< 1 Year,No,31001.0,152.0,288
419550,Male,62,1,8.0,0,1-2 Year,Yes,67096.0,26.0,27
419551,Female,22,1,32.0,0,< 1 Year,Yes,32442.0,152.0,63
419552,Male,62,1,28.0,0,1-2 Year,Yes,58623.0,26.0,285
419553,Male,29,1,28.0,0,1-2 Year,Yes,38914.0,157.0,85
419554,Female,36,1,32.0,1,1-2 Year,No,26816.0,26.0,19
419555,Female,38,1,18.0,0,1-2 Year,Yes,41092.0,157.0,198
419556,Male,22,1,46.0,1,< 1 Year,No,32940.0,152.0,46
419557,Male,23,1,46.0,1,< 1 Year,No,36423.0,152.0,104
419558,Male,21,1,36.0,1,< 1 Year,No,27138.0,152.0,232
419559,Male,38,1,8.0,0,1-2 Year,Yes,2630.0,157.0,35
419560,Male,69,1,8.0,1,1-2 Year,No,41379.0,26.0,73
419561,Male,29,1,28.0,0,1-2 Year,Yes,35268.0,122.0,102
419562,Female,23,1,36.0,0,< 1 Year,Yes,30509.0,152.0,26
419563,Male,31,1,4.0,1,< 1 Year,No,22682.0,152.0,252
419564,Male,58,1,12.0,1,1-2 Year,No,39864.0,124.0,61
419565,Male,45,1,8.0,1,1-2 Year,No,28282.0,124.0,139
419566,Male,24,1,28.0,0,< 1 Year,Yes,33971.0,163.0,270
419567,Female,53,1,34.0,0,> 2 Years,Yes,83096.0,155.0,13
419568,Male,20,1,46.0,0,< 1 Year,Yes,37219.0,160.0,100
419569,Female,24,1,11.0,1,< 1 Year,No,31730.0,152.0,95
419570,Male,50,1,28.0,1,1-2 Year,No,41357.0,122.0,299
419571,Female,22,1,17.0,0,< 1 Year,Yes,40613.0,160.0,223
419572,Female,62,1,27.0,0,1-2 Year,Yes,2630.0,124.0,18
419573,Male,26,1,41.0,1,< 1 Year,No,29647.0,152.0,114
419574,Male,22,1,11.0,0,< 1 Year,No,31993.0,152.0,212
419575,Female,30,1,45.0,1,< 1 Year,No,37747.0,152.0,166
419576,Female,29,1,46.0,0,< 1 Year,Yes,42035.0,156.0,100
419577,Male,60,1,28.0,0,> 2 Years,Yes,34510.0,26.0,108
419578,Female,28,1,3.0,1,< 1 Year,No,24371.0,152.0,109
419579,Male,63,1,0.0,1,1-2 Year,No,2630.0,26.0,103
419580,Female,23,1,46.0,1,< 1 Year,No,27819.0,160.0,204
419581,Female,45,1,28.0,0,> 2 Years,Yes,2630.0,124.0,225
419582,Female,51,1,28.0,0,> 2 Years,Yes,47662.0,124.0,181
419583,Female,25,1,18.0,1,< 1 Year,No,35624.0,152.0,148
419584,Male,23,1,27.0,1,< 1 Year,No,21203.0,26.0,193
419585,Female,22,1,8.0,0,< 1 Year,Yes,37198.0,152.0,228
419586,Female,40,1,7.0,0,1-2 Year,Yes,46708.0,124.0,203
419587,Male,39,1,28.0,0,1-2 Year,Yes,25153.0,26.0,294
419588,Male,70,1,46.0,0,1-2 Year,Yes,43243.0,26.0,250
419589,Female,54,1,11.0,0,1-2 Year,Yes,29536.0,152.0,186
419590,Female,46,1,28.0,0,1-2 Year,Yes,36985.0,124.0,52
419591,Female,30,1,11.0,1,< 1 Year,No,27956.0,152.0,122
419592,Female,54,1,28.0,1,1-2 Year,No,2630.0,29.0,254
