id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage
393852,Female,28,1,28.0,0,< 1 Year,Yes,20409.0,152.0,214
393853,Male,44,1,28.0,0,1-2 Year,Yes,36535.0,29.0,254
393854,Male,49,1,1.0,0,> 2 Years,Yes,2630.0,124.0,31
393855,Female,50,1,28.0,0,1-2 Year,Yes,52938.0,26.0,160
393856,Female,31,1,41.0,1,< 1 Year,No,54274.0,152.0,272
393857,Male,25,1,23.0,1,< 1 Year,No,18856.0,152.0,34
393858,Male,59,1,28.0,1,1-2 Year,No,27835.0,26.0,186
393859,Female,24,1,13.0,0,< 1 Year,Yes,26986.0,151.0,176
393860,Female,49,1,28.0,0,1-2 Year,Yes,60096.0,124.0,193
393861,Male,44,1,28.0,0,> 2 Years,Yes,51343.0,26.0,162
393862,Male,43,1,28.0,0,1-2 Year,Yes,42169.0,25.0,192
393863,Female,23,1,36.0,1,< 1 Year,No,34765.0,152.0,285
393864,Male,31,1,21.0,1,< 1 Year,No,29611.0,160.0,191
393865,Female,28,1,28.0,0,< 1 Year,Yes,53966.0,26.0,252
393866,Female,22,1,50.0,1,< 1 Year,No,21045.0,152.0,232
393867,Male,22,1,28.0,0,< 1 Year,Yes,55827.0,124.0,22
393868,Male,22,1,46.0,1,< 1 Year,No,28467.0,160.0,203
393869,Male,60,1,29.0,0,1-2 Year,No,2630.0,155.0,173
393870,Female,53,1,26.0,1,1-2 Year,No,25211.0,4.0,214
393871,Female,27,1,8.0,0,< 1 Year,No,28491.0,152.0,229
393872,Male,58,1,12.0,0,1-2 Year,Yes,40885.0,26.0,134
393873,Male,59,1,8.0,0,1-2 Year,Yes,2630.0,157.0,257
393874,Female,29,1,46.0,0,1-2 Year,Yes,23352.0,124.0,291
393875,Female,67,1,35.0,0,1-2 Year,Yes,2630.0,124.0,208
393876,Male,36,1,30.0,0,1-2 Year,Yes,27341.0,26.0,16
393877,Male,24,1,21.0,1,< 1 Year,No,2630.0,152.0,137
393878,Female,28,1,15.0,0,< 1 Year,No,25674.0,152.0,71
393879,Male,47,1,28.0,0,1-2 Year,Yes,42783.0,124.0,219
393880,Female,50,1,48.0,0,> 2 Years,Yes,2630.0,124.0,15
393881,Male,24,1,13.0,1,< 1 Year,No,52622.0,152.0,150
393882,Female,49,1,1.0,0,1-2 Year,Yes,2630.0,124.0,88
393883,Male,43,1,28.0,1,1-2 Year,No,54721.0,124.0,200
393884,Male,34,1,28.0,0,> 2 Years,Yes,38789.0,124.0,223
393885,Male,48,1,28.0,0,> 2 Years,Yes,44606.0,26.0,202
393886,Female,22,1,28.0,0,1-2 Year,Yes,2630.0,156.0,120
393887,Male,32,1,28.0,0,1-2 Year,Yes,27576.0,122.0,110
393888,Male,65,1,28.0,0,1-2 Year,Yes,32634.0,103.0,41
393889,Female,38,1,28.0,0,1-2 Year,Yes,92014.0,124.0,72
393890,Male,43,1,28.0,0,1-2 Year,Yes,28559.0,124.0,284
393891,Male,49,1,28.0,0,1-2 Year,Yes,60087.0,124.0,192
393892,Female,36,1,28.0,0,1-2 Year,No,44559.0,152.0,161
393893,Female,29,1,28.0,0,1-2 Year,Yes,2630.0,157.0,252
393894,Male,37,1,11.0,0,1-2 Year,Yes,2630.0,156.0,237
393895,Male,68,1,14.0,1,1-2 Year,Yes,38133.0,26.0,30
393896,Male,21,1,15.0,1,< 1 Year,No,20112.0,160.0,271
393897,Female,22,1,15.0,0,< 1 Year,Yes,39537.0,152.0,179
393898,Female,48,1,41.0,0,1-2 Year,Yes,25352.0,26.0,247
393899,Female,62,1,8.0,0,1-2 Year,Yes,30883.0,26.0,158
393900,Female,26,1,8.0,1,< 1 Year,No,43820.0,152.0,174
393901,Female,67,1,28.0,1,1-2 Year,No,46059.0,125.0,75
393902,Female,21,1,30.0,1,< 1 Year,No,20133.0,160.0,82
393903,Female,23,1,33.0,1,< 1 Year,No,32673.0,152.0,41
393904,Male,69,1,46.0,0,1-2 Year,Yes,25657.0,11.0,135
393905,Male,45,1,29.0,0,1-2 Year,Yes,40901.0,26.0,216
393906,Female,22,1,47.0,1,< 1 Year,No,37653.0,152.0,92
393907,Male,24,1,6.0,1,< 1 Year,No,26576.0,152.0,215
393908,Male,23,1,41.0,1,< 1 Year,No,38094.0,152.0,129
393909,Female,25,1,28.0,1,< 1 Year,No,25637.0,152.0,44
393910,Male,24,1,13.0,1,< 1 Year,No,24689.0,152.0,105
393911,Female,23,1,39.0,0,< 1 Year,Yes,28575.0,26.0,278
393912,Male,29,1,8.0,1,< 1 Year,No,38859.0,152.0,18
393913,Male,24,1,18.0,1,< 1 Year,No,22658.0,152.0,188
393914,Female,23,1,33.0,1,< 1 Year,No,26125.0,152.0,292
393915,Female,25,1,15.0,1,< 1 Year,No,30553.0,152.0,46
393916,Female,48,1,28.0,1,1-2 Year,No,74484.0,124.0,222
393917,Female,45,1,28.0,1,1-2 Year,No,40129.0,124.0,183
393918,Male,24,1,30.0,0,< 1 Year,Yes,2630.0,152.0,84
393919,Male,23,1,11.0,1,< 1 Year,No,39891.0,152.0,225
393920,Female,68,1,28.0,1,1-2 Year,No,30416.0,124.0,255
393921,Male,41,1,28.0,0,1-2 Year,Yes,25068.0,124.0,145
393922,Female,42,1,28.0,1,1-2 Year,No,32941.0,124.0,233
393923,Female,74,1,28.0,0,1-2 Year,Yes,47955.0,122.0,261
393924,Female,78,1,28.0,1,1-2 Year,No,36626.0,24.0,10
393925,Female,46,1,20.0,1,1-2 Year,No,2630.0,124.0,222
393926,Male,37,1,50.0,0,1-2 Year,Yes,2630.0,26.0,42
393927,Female,40,1,50.0,0,1-2 Year,Yes,49684.0,124.0,267
393928,Female,29,1,28.0,1,1-2 Year,No,42400.0,122.0,72
393929,Female,45,1,8.0,0,1-2 Year,Yes,40196.0,81.0,29
393930,Female,35,1,3.0,1,1-2 Year,No,29564.0,129.0,128
393931,Male,47,1,28.0,0,1-2 Year,Yes,2630.0,26.0,123
393932,Female,23,1,6.0,1,< 1 Year,No,24284.0,152.0,33
393933,Male,22,1,8.0,1,< 1 Year,No,32356.0,152.0,214
393934,Female,26,1,21.0,1,< 1 Year,No,23375.0,152.0,178
393935,Male,47,1,18.0,1,1-2 Year,No,33239.0,124.0,38
393936,Female,21,1,35.0,1,< 1 Year,No,31899.0,152.0,283
393937,Female,22,1,41.0,1,< 1 Year,No,36131.0,152.0,265
393938,Male,43,1,6.0,0,1-2 Year,Yes,34084.0,26.0,231
393939,Female,21,1,13.0,1,< 1 Year,No,15231.0,152.0,91
393940,Male,44,1,36.0,0,1-2 Year,Yes,2630.0,26.0,261
393941,Male,54,1,50.0,0,1-2 Year,Yes,28780.0,154.0,97
393942,Male,38,1,28.0,0,1-2 Year,Yes,45066.0,122.0,183
393943,Male,50,1,29.0,0,1-2 Year,Yes,2630.0,156.0,245
393944,Female,22,1,30.0,1,< 1 Year,No,27992.0,152.0,230
393945,Male,41,1,30.0,1,1-2 Year,No,41089.0,26.0,208
393946,Male,23,1,15.0,0,< 1 Year,Yes,26052.0,160.0,99
393947,Female,25,1,15.0,1,< 1 Year,No,31486.0,152.0,66
393948,Male,40,1,30.0,0,1-2 Year,Yes,30099.0,124.0,182
393949,Male,45,1,28.0,0,1-2 Year,Yes,28130.0,124.0,246
393950,Male,55,1,39.0,0,1-2 Year,Yes,85108.0,26.0,171
393951,Male,37,1,3.0,0,1-2 Year,Yes,18068.0,124.0,32
393952,Male,22,1,17.0,1,< 1 Year,No,2630.0,160.0,78
393953,Male,24,1,8.0,0,1-2 Year,No,36699.0,124.0,145
393954,Male,34,1,43.0,0,1-2 Year,Yes,53307.0,26.0,35
393955,Male,44,1,20.0,1,1-2 Year,Yes,2630.0,26.0,184
393956,Male,51,1,33.0,0,1-2 Year,Yes,2630.0,26.0,245
393957,Male,67,1,3.0,0,1-2 Year,Yes,2630.0,124.0,250
393958,Female,27,1,9.0,1,< 1 Year,No,2630.0,152.0,26
393959,Male,24,1,18.0,1,< 1 Year,No,31044.0,152.0,298
393960,Male,24,1,13.0,0,< 1 Year,Yes,27967.0,152.0,75
393961,Female,46,1,28.0,0,< 1 Year,No,2630.0,1.0,48
393962,Male,24,1,36.0,0,< 1 Year,Yes,33262.0,151.0,268
393963,Female,24,1,15.0,1,< 1 Year,No,2630.0,160.0,128
393964,Female,46,1,11.0,1,1-2 Year,No,26069.0,124.0,101
393965,Male,29,1,10.0,0,1-2 Year,Yes,2630.0,156.0,164
393966,Male,50,1,0.0,0,1-2 Year,Yes,2630.0,13.0,181
393967,Male,49,1,28.0,0,1-2 Year,Yes,37356.0,26.0,203
393968,Male,37,1,29.0,0,1-2 Year,Yes,30880.0,124.0,209
393969,Male,48,1,28.0,1,1-2 Year,No,44805.0,26.0,280
393970,Female,21,1,2.0,0,< 1 Year,Yes,40918.0,152.0,55
393971,Female,45,1,1.0,0,1-2 Year,Yes,2630.0,124.0,276
393972,Female,75,1,28.0,1,1-2 Year,No,27149.0,26.0,275
393973,Male,25,1,28.0,1,< 1 Year,No,39712.0,152.0,295
393974,Male,23,1,11.0,0,< 1 Year,Yes,2630.0,156.0,127
393975,Female,29,1,47.0,0,< 1 Year,Yes,24372.0,16.0,96
393976,Male,47,1,28.0,0,1-2 Year,Yes,120927.0,124.0,171
393977,Female,38,1,8.0,0,1-2 Year,Yes,2630.0,157.0,139
393978,Female,21,1,29.0,1,< 1 Year,No,2630.0,152.0,137
393979,Male,38,1,33.0,0,1-2 Year,Yes,32224.0,124.0,187
393980,Male,26,1,28.0,1,< 1 Year,No,38881.0,152.0,32
393981,Male,48,1,3.0,1,1-2 Year,No,2630.0,13.0,273
393982,Male,22,1,8.0,1,< 1 Year,No,37522.0,152.0,112
393983,Female,23,1,26.0,0,< 1 Year,Yes,27115.0,152.0,74
393984,Female,53,1,8.0,0,1-2 Year,Yes,71027.0,7.0,121
393985,Male,60,1,28.0,1,1-2 Year,No,32288.0,26.0,226
393986,Female,42,1,8.0,1,1-2 Year,No,2630.0,124.0,286
393987,Male,47,1,28.0,0,> 2 Years,Yes,35038.0,26.0,86
393988,Female,24,1,37.0,1,< 1 Year,No,44455.0,152.0,24
393989,Female,24,1,28.0,1,< 1 Year,No,24971.0,152.0,54
393990,Female,25,1,50.0,1,< 1 Year,No,32511.0,152.0,245
393991,Male,26,1,39.0,1,< 1 Year,No,32772.0,152.0,278
393992,Female,44,1,50.0,1,1-2 Year,No,31616.0,8.0,42
393993,Female,23,1,11.0,1,< 1 Year,No,28768.0,152.0,162
393994,Male,24,1,36.0,1,< 1 Year,No,27471.0,151.0,46
393995,Female,31,1,50.0,1,< 1 Year,No,31329.0,8.0,298
393996,Female,24,1,36.0,0,< 1 Year,No,34224.0,152.0,124
393997,Male,54,1,8.0,1,1-2 Year,No,37601.0,26.0,172
393998,Female,69,1,28.0,0,1-2 Year,Yes,60667.0,147.0,44
393999,Female,49,1,28.0,1,1-2 Year,No,25731.0,125.0,150
394000,Male,25,1,3.0,1,< 1 Year,No,25385.0,160.0,32
394001,Female,46,1,8.0,0,1-2 Year,Yes,33270.0,156.0,144
394002,Female,26,1,21.0,1,< 1 Year,No,40667.0,152.0,24
394003,Male,47,1,28.0,0,1-2 Year,Yes,42778.0,13.0,221
394004,Male,65,1,28.0,0,1-2 Year,No,2630.0,158.0,76
394005,Male,46,1,28.0,0,> 2 Years,Yes,44382.0,26.0,219
394006,Male,52,1,16.0,0,1-2 Year,Yes,2630.0,3.0,47
394007,Male,74,1,28.0,0,1-2 Year,Yes,46444.0,124.0,165
394008,Male,29,1,3.0,0,1-2 Year,Yes,23601.0,124.0,180
394009,Male,76,1,29.0,0,1-2 Year,Yes,41079.0,135.0,51
394010,Female,28,1,39.0,1,< 1 Year,No,31068.0,152.0,131
394011,Male,51,1,28.0,1,1-2 Year,No,31845.0,124.0,216
394012,Male,24,1,8.0,1,< 1 Year,No,23902.0,152.0,181
394013,Male,58,1,8.0,1,1-2 Year,Yes,35026.0,26.0,62
394014,Male,56,1,9.0,0,1-2 Year,Yes,37445.0,124.0,115
394015,Female,60,1,32.0,1,1-2 Year,No,35461.0,26.0,74
394016,Male,42,1,24.0,0,1-2 Year,Yes,22978.0,124.0,232
394017,Male,50,1,28.0,0,1-2 Year,Yes,33853.0,26.0,266
394018,Male,52,1,4.0,0,1-2 Year,Yes,32713.0,124.0,282
394019,Female,20,1,45.0,1,< 1 Year,No,26350.0,160.0,253
394020,Female,24,1,22.0,0,< 1 Year,Yes,2630.0,152.0,198
394021,Male,29,1,28.0,1,1-2 Year,No,31450.0,124.0,41
394022,Male,26,1,35.0,0,< 1 Year,Yes,29913.0,160.0,84
394023,Female,37,1,29.0,0,1-2 Year,Yes,25708.0,154.0,266
394024,Female,67,1,31.0,0,> 2 Years,Yes,2630.0,9.0,145
394025,Male,73,1,43.0,0,1-2 Year,Yes,44621.0,26.0,291
394026,Female,31,1,16.0,0,< 1 Year,Yes,28893.0,152.0,133
394027,Female,24,1,24.0,1,< 1 Year,No,29774.0,152.0,70
394028,Male,46,1,28.0,1,1-2 Year,No,74457.0,59.0,293
394029,Male,45,1,28.0,1,1-2 Year,No,44826.0,122.0,163
394030,Male,45,1,48.0,0,1-2 Year,Yes,2630.0,124.0,28
394031,Male,36,1,8.0,0,1-2 Year,No,44612.0,26.0,198
394032,Female,34,1,21.0,0,1-2 Year,Yes,33379.0,160.0,128
394033,Female,42,1,28.0,0,1-2 Year,Yes,32818.0,26.0,214
394034,Male,25,1,50.0,0,< 1 Year,Yes,35124.0,152.0,197
394035,Female,25,1,28.0,1,< 1 Year,No,2630.0,153.0,133
394036,Male,28,1,29.0,1,< 1 Year,No,2630.0,152.0,214
394037,Female,42,1,19.0,0,1-2 Year,Yes,29734.0,26.0,14
394038,Male,51,1,28.0,1,1-2 Year,No,41196.0,122.0,109
394039,Female,67,1,8.0,1,1-2 Year,Yes,32610.0,26.0,250
394040,Female,70,1,45.0,1,1-2 Year,No,2630.0,124.0,148
394041,Female,24,1,30.0,1,< 1 Year,No,25799.0,152.0,165
394042,Male,74,1,28.0,0,1-2 Year,Yes,28941.0,26.0,95
394043,Male,31,1,28.0,1,1-2 Year,Yes,60417.0,29.0,86
394044,Female,22,1,36.0,0,< 1 Year,Yes,39058.0,152.0,54
394045,Male,24,1,11.0,0,1-2 Year,Yes,39273.0,163.0,226
394046,Male,41,1,28.0,0,1-2 Year,Yes,36381.0,55.0,55
394047,Male,34,1,28.0,0,1-2 Year,Yes,36156.0,26.0,292
394048,Male,55,1,8.0,0,1-2 Year,Yes,31136.0,124.0,210
394049,Male,45,1,15.0,1,1-2 Year,No,33841.0,14.0,44
394050,Female,40,1,29.0,0,1-2 Year,Yes,29633.0,124.0,250
394051,Male,26,1,6.0,1,< 1 Year,No,31877.0,152.0,221
394052,Female,24,1,28.0,1,< 1 Year,No,48557.0,152.0,275
394053,Male,24,1,41.0,1,< 1 Year,No,26747.0,152.0,272
394054,Male,28,1,37.0,0,< 1 Year,Yes,2630.0,152.0,275
394055,Male,22,1,8.0,0,< 1 Year,Yes,39815.0,152.0,92
394056,Female,44,1,46.0,1,1-2 Year,No,29624.0,124.0,246
394057,Female,25,1,41.0,0,< 1 Year,Yes,32307.0,152.0,98
394058,Female,52,1,8.0,1,1-2 Year,No,2630.0,152.0,45
394059,Male,62,1,8.0,1,1-2 Year,No,45125.0,124.0,52
394060,Male,49,1,28.0,1,1-2 Year,No,2630.0,26.0,73
394061,Male,31,1,36.0,0,1-2 Year,Yes,32898.0,155.0,17
394062,Male,44,1,29.0,0,1-2 Year,Yes,2630.0,156.0,118
394063,Male,37,1,28.0,0,1-2 Year,Yes,63931.0,122.0,215
394064,Female,30,1,3.0,1,< 1 Year,No,2630.0,152.0,224
394065,Male,60,1,46.0,0,1-2 Year,Yes,24436.0,124.0,123
394066,Male,22,1,6.0,1,< 1 Year,No,35332.0,160.0,200
394067,Female,34,1,30.0,1,1-2 Year,No,2630.0,160.0,57
394068,Male,54,1,28.0,1,1-2 Year,No,48890.0,24.0,210
394069,Male,22,1,29.0,1,< 1 Year,No,32493.0,152.0,214
394070,Female,28,1,24.0,0,1-2 Year,No,2630.0,124.0,293
394071,Male,24,1,46.0,0,< 1 Year,Yes,26274.0,152.0,244
394072,Female,23,1,12.0,1,< 1 Year,No,28358.0,152.0,36
394073,Male,48,1,36.0,0,1-2 Year,Yes,41361.0,26.0,222
394074,Female,46,1,41.0,0,1-2 Year,Yes,22644.0,155.0,128
394075,Male,45,1,28.0,0,1-2 Year,No,39408.0,124.0,54
394076,Male,49,1,21.0,0,1-2 Year,Yes,24923.0,124.0,71
394077,Male,71,1,0.0,0,1-2 Year,Yes,2630.0,26.0,283
394078,Female,21,1,47.0,1,< 1 Year,No,2630.0,160.0,185
394079,Female,20,1,36.0,1,< 1 Year,No,30637.0,160.0,213
394080,Female,33,1,43.0,0,< 1 Year,Yes,2630.0,154.0,90
394081,Female,49,1,3.0,0,1-2 Year,Yes,2630.0,157.0,229
394082,Male,48,1,28.0,0,> 2 Years,Yes,2630.0,26.0,241
394083,Male,77,0,8.0,0,1-2 Year,Yes,32833.0,124.0,87
394084,Female,50,1,24.0,0,1-2 Year,Yes,28005.0,26.0,294
394085,Female,21,1,46.0,1,< 1 Year,No,28679.0,152.0,157
394086,Male,24,1,8.0,1,< 1 Year,No,39377.0,152.0,92
394087,Male,66,1,29.0,0,> 2 Years,Yes,33374.0,26.0,207
394088,Male,21,1,46.0,0,< 1 Year,No,45307.0,160.0,205
394089,Female,46,1,41.0,0,1-2 Year,No,20223.0,124.0,82
394090,Female,42,1,28.0,0,1-2 Year,Yes,2630.0,158.0,211
394091,Male,42,1,3.0,0,1-2 Year,Yes,33619.0,26.0,43
394092,Female,41,1,3.0,0,1-2 Year,Yes,23876.0,156.0,234
394093,Female,34,1,7.0,0,1-2 Year,Yes,31834.0,124.0,123
394094,Male,37,1,8.0,0,1-2 Year,No,35719.0,124.0,252
394095,Female,51,1,28.0,0,1-2 Year,Yes,2630.0,26.0,63
394096,Female,30,1,28.0,0,< 1 Year,Yes,31736.0,154.0,39
394097,Male,23,1,30.0,1,< 1 Year,No,29325.0,152.0,150
394098,Male,59,1,28.0,0,1-2 Year,Yes,37469.0,26.0,35
394099,Male,43,1,23.0,0,1-2 Year,No,27639.0,26.0,91
394100,Female,23,1,6.0,1,< 1 Year,No,27443.0,152.0,249
394101,Male,23,1,28.0,0,< 1 Year,Yes,46965.0,152.0,264
394102,Male,21,1,17.0,0,< 1 Year,Yes,43207.0,152.0,163
394103,Female,26,1,28.0,1,< 1 Year,No,48701.0,152.0,234
394104,Female,75,1,18.0,1,1-2 Year,No,30296.0,30.0,146
394105,Female,20,1,3.0,1,< 1 Year,Yes,28813.0,160.0,49
394106,Female,29,1,41.0,1,< 1 Year,No,30384.0,152.0,29
394107,Female,26,1,15.0,0,< 1 Year,Yes,2630.0,152.0,168
394108,Male,29,1,50.0,1,< 1 Year,No,27667.0,152.0,86
394109,Female,38,1,0.0,0,1-2 Year,Yes,2630.0,26.0,223
394110,Female,38,1,28.0,0,1-2 Year,Yes,117799.0,55.0,75
394111,Female,29,1,21.0,1,< 1 Year,No,20791.0,151.0,280
394112,Female,49,1,41.0,0,> 2 Years,Yes,38167.0,26.0,27
394113,Female,25,1,36.0,0,< 1 Year,Yes,27912.0,152.0,128
394114,Female,75,1,3.0,0,1-2 Year,Yes,20246.0,26.0,295
394115,Male,28,1,7.0,0,< 1 Year,Yes,60463.0,124.0,242
394116,Male,35,1,11.0,0,1-2 Year,No,2630.0,156.0,299
394117,Female,25,1,10.0,0,< 1 Year,Yes,36329.0,152.0,56
394118,Male,52,1,39.0,1,1-2 Year,No,2630.0,122.0,79
394119,Female,22,1,46.0,0,< 1 Year,Yes,26968.0,152.0,204
394120,Female,26,1,6.0,0,< 1 Year,Yes,26643.0,152.0,169
394121,Male,51,1,28.0,0,1-2 Year,Yes,50557.0,26.0,43
394122,Male,52,1,15.0,0,1-2 Year,Yes,29516.0,26.0,291
394123,Female,63,1,28.0,0,1-2 Year,Yes,50177.0,26.0,200
394124,Female,60,1,8.0,1,1-2 Year,No,40694.0,152.0,292
394125,Female,49,1,23.0,0,1-2 Year,Yes,2630.0,154.0,183
394126,Male,63,1,28.0,0,1-2 Year,Yes,44664.0,26.0,299
394127,Female,80,1,28.0,1,1-2 Year,No,42060.0,124.0,140
394128,Male,44,1,46.0,0,1-2 Year,Yes,29272.0,124.0,66
394129,Male,46,1,28.0,1,1-2 Year,No,50421.0,26.0,164
394130,Male,42,1,28.0,0,1-2 Year,Yes,50068.0,124.0,277
394131,Male,45,1,24.0,0,1-2 Year,Yes,29433.0,20.0,219
394132,Female,23,1,41.0,0,< 1 Year,No,2630.0,152.0,203
394133,Female,22,1,45.0,1,< 1 Year,No,30442.0,152.0,259
394134,Female,30,1,50.0,1,< 1 Year,No,29489.0,152.0,45
394135,Female,29,1,1.0,0,< 1 Year,Yes,2630.0,121.0,193
394136,Male,61,1,8.0,0,1-2 Year,Yes,80076.0,26.0,67
394137,Male,24,1,11.0,0,< 1 Year,No,2630.0,152.0,232
394138,Male,21,1,28.0,0,< 1 Year,Yes,43007.0,152.0,162
394139,Male,63,1,28.0,0,1-2 Year,No,33099.0,147.0,295
394140,Male,26,1,27.0,1,< 1 Year,No,2630.0,152.0,209
394141,Male,48,1,18.0,0,1-2 Year,Yes,32164.0,26.0,179
394142,Female,29,1,32.0,1,< 1 Year,No,32426.0,152.0,216
394143,Female,30,1,11.0,0,1-2 Year,Yes,23777.0,155.0,226
394144,Female,42,1,28.0,0,1-2 Year,Yes,2630.0,157.0,170
394145,Female,37,1,3.0,1,1-2 Year,No,2630.0,152.0,154
394146,Female,22,1,21.0,1,< 1 Year,No,30504.0,152.0,47
394147,Male,48,1,28.0,0,1-2 Year,Yes,2630.0,124.0,52
394148,Female,21,1,8.0,0,< 1 Year,Yes,32017.0,160.0,138
394149,Male,29,1,8.0,1,< 1 Year,No,25209.0,152.0,96
394150,Male,22,1,49.0,0,< 1 Year,Yes,32702.0,152.0,87
394151,Male,47,1,28.0,0,1-2 Year,No,2630.0,124.0,288
394152,Female,68,1,9.0,1,1-2 Year,No,39932.0,124.0,159
394153,Female,25,1,29.0,1,< 1 Year,No,31046.0,152.0,54
394154,Female,23,1,3.0,1,< 1 Year,No,24572.0,152.0,228
394155,Male,34,1,28.0,0,1-2 Year,Yes,23500.0,157.0,117
394156,Male,53,1,8.0,0,> 2 Years,Yes,2630.0,26.0,141
394157,Male,28,1,17.0,1,< 1 Year,No,55412.0,152.0,65
394158,Male,49,1,32.0,1,1-2 Year,Yes,2630.0,26.0,33
394159,Female,43,1,28.0,0,1-2 Year,Yes,50782.0,122.0,12
394160,Female,35,1,28.0,0,1-2 Year,Yes,32786.0,122.0,12
394161,Male,22,1,46.0,1,< 1 Year,No,29798.0,152.0,155
394162,Male,48,1,28.0,0,1-2 Year,Yes,39680.0,26.0,179
394163,Male,55,1,3.0,0,1-2 Year,Yes,2630.0,26.0,204
394164,Male,43,1,28.0,0,1-2 Year,Yes,39758.0,124.0,214
394165,Female,25,1,3.0,0,< 1 Year,No,30402.0,160.0,30
394166,Male,21,1,15.0,0,< 1 Year,Yes,38554.0,160.0,281
394167,Female,25,1,8.0,0,< 1 Year,No,24640.0,152.0,94
394168,Female,61,1,10.0,1,1-2 Year,No,35295.0,152.0,238
394169,Male,54,1,28.0,0,> 2 Years,Yes,57651.0,29.0,271
394170,Female,23,1,36.0,1,< 1 Year,No,35160.0,152.0,33
394171,Female,34,1,30.0,1,1-2 Year,No,29943.0,152.0,275
394172,Male,38,1,48.0,1,1-2 Year,No,2630.0,15.0,61
394173,Male,79,1,28.0,0,1-2 Year,Yes,50944.0,26.0,275
394174,Female,24,1,28.0,0,< 1 Year,Yes,33448.0,152.0,221
394175,Male,30,1,30.0,0,< 1 Year,Yes,2630.0,160.0,115
394176,Female,65,1,28.0,0,1-2 Year,Yes,51964.0,26.0,25
394177,Male,25,1,15.0,0,< 1 Year,Yes,37526.0,152.0,120
394178,Female,29,1,41.0,1,< 1 Year,No,31661.0,152.0,69
394179,Female,22,1,33.0,1,< 1 Year,No,37160.0,152.0,10
394180,Male,49,1,0.0,0,1-2 Year,Yes,2630.0,25.0,233
394181,Male,55,1,28.0,0,1-2 Year,Yes,43893.0,26.0,79
394182,Male,60,1,26.0,0,1-2 Year,Yes,2630.0,122.0,225
394183,Female,24,1,13.0,0,< 1 Year,Yes,28862.0,152.0,299
394184,Female,46,1,41.0,1,1-2 Year,No,39773.0,26.0,204
394185,Female,62,1,28.0,0,1-2 Year,Yes,51146.0,124.0,254
