id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage
381141,Male,71,1,28,1,1-2 Year,No,51563,13,113
381142,Female,64,1,46,1,1-2 Year,No,47989,122,257
381143,Male,25,1,35,1,< 1 Year,No,41680,152,288
381144,Female,24,1,24,0,< 1 Year,Yes,24096,152,270
381145,Male,27,1,33,0,1-2 Year,Yes,28010,26,273
381146,Male,24,1,50,1,< 1 Year,No,37606,152,246
381147,Female,22,1,8,0,< 1 Year,Yes,66667,160,118
381148,Male,22,1,6,1,< 1 Year,No,25765,152,291
381149,Male,51,1,28,1,1-2 Year,No,40224,26,198
381150,Female,45,1,28,0,1-2 Year,Yes,36425,124,35
381151,Male,46,1,28,0,1-2 Year,Yes,110611,122,204
381152,Female,23,1,24,1,< 1 Year,No,2630,26,249
381153,Male,49,1,40,0,1-2 Year,Yes,31233,26,129
381154,Male,38,1,35,0,1-2 Year,Yes,45227,124,67
381155,Male,35,1,8,0,1-2 Year,Yes,44473,26,11
381156,Male,20,1,8,1,< 1 Year,No,34717,160,272
381157,Male,30,1,8,0,< 1 Year,No,24180,152,168
381158,Male,54,1,30,0,1-2 Year,Yes,23364,156,217
381159,Male,61,1,48,0,1-2 Year,Yes,2630,124,32
381160,Female,53,1,41,0,1-2 Year,Yes,48589,26,105
381161,Male,23,1,36,1,< 1 Year,Yes,39313,151,221
381162,Male,23,1,15,1,< 1 Year,No,39411,152,140
381163,Male,42,1,28,0,1-2 Year,Yes,51844,124,126
381164,Male,24,1,21,1,< 1 Year,No,30117,152,218
381165,Male,26,1,7,0,< 1 Year,Yes,43937,152,260
381166,Male,23,1,28,0,< 1 Year,Yes,40715,156,45
381167,Male,23,1,41,1,< 1 Year,No,31585,152,246
381168,Female,24,1,23,1,< 1 Year,No,30795,152,297
381169,Male,45,1,8,0,1-2 Year,No,34610,124,198
381170,Male,25,1,16,1,< 1 Year,No,2630,152,232
381171,Male,23,1,39,1,< 1 Year,No,27183,152,16
381172,Female,40,1,35,0,1-2 Year,Yes,32938,154,94
381173,Male,22,1,37,0,< 1 Year,Yes,31550,152,60
381174,Male,25,1,8,1,< 1 Year,No,39046,152,110
381175,Female,23,1,3,1,< 1 Year,No,30504,152,234
381176,Female,50,1,46,1,1-2 Year,No,29793,26,218
381177,Male,59,1,29,0,1-2 Year,Yes,25826,26,244
381178,Female,23,1,24,0,< 1 Year,Yes,25983,26,239
381179,Female,23,1,2,1,< 1 Year,No,24145,151,255
381180,Male,62,1,8,0,1-2 Year,No,32731,124,171
381181,Female,29,1,46,1,< 1 Year,No,28803,152,163
381182,Male,45,1,8,0,1-2 Year,Yes,55839,74,158
381183,Female,22,1,6,1,< 1 Year,No,24057,152,192
381184,Female,24,1,47,1,< 1 Year,Yes,41263,26,83
381185,Female,20,1,6,1,< 1 Year,No,27058,160,198
381186,Male,36,1,28,0,1-2 Year,Yes,43396,124,224
381187,Male,33,1,3,0,1-2 Year,Yes,25982,124,24
381188,Male,65,1,3,0,1-2 Year,Yes,29227,26,193
381189,Male,39,1,18,0,1-2 Year,No,29337,124,26
381190,Female,44,1,46,1,1-2 Year,No,16954,124,16
381191,Female,53,1,48,0,1-2 Year,Yes,2630,26,272
381192,Male,20,1,28,0,1-2 Year,Yes,47215,26,235
381193,Female,32,1,33,1,1-2 Year,No,31251,156,195
381194,Female,21,1,4,0,1-2 Year,Yes,22998,124,209
381195,Female,23,1,8,0,< 1 Year,Yes,48697,152,220
381196,Male,26,1,39,1,< 1 Year,No,58085,152,137
381197,Male,20,1,36,0,< 1 Year,Yes,35374,160,271
381198,Male,38,1,27,0,1-2 Year,Yes,24560,152,30
381199,Male,52,1,28,0,> 2 Years,Yes,44300,26,268
381200,Male,24,1,35,1,< 1 Year,No,36470,152,83
381201,Male,42,1,28,1,1-2 Year,No,33415,26,243
381202,Male,39,1,39,0,1-2 Year,Yes,34875,124,169
381203,Male,45,1,28,0,> 2 Years,Yes,63701,26,130
381204,Female,26,1,27,0,< 1 Year,Yes,2630,152,171
381205,Male,65,1,14,1,1-2 Year,No,32270,26,137
381206,Male,35,1,36,0,1-2 Year,No,36639,124,180
381207,Female,23,1,14,1,< 1 Year,No,39308,152,226
381208,Female,20,1,8,0,< 1 Year,Yes,40825,160,70
381209,Female,21,1,50,1,< 1 Year,No,31878,160,283
381210,Female,60,1,28,0,1-2 Year,Yes,39325,124,251
381211,Male,71,1,50,1,1-2 Year,No,40432,26,49
381212,Female,51,1,28,0,1-2 Year,Yes,49574,26,257
381213,Male,53,1,33,0,> 2 Years,Yes,31243,124,241
381214,Male,57,1,31,0,1-2 Year,Yes,2630,124,275
381215,Male,67,1,45,0,1-2 Year,Yes,2630,152,113
381216,Female,25,1,32,0,< 1 Year,Yes,2630,160,221
381217,Female,43,1,37,1,1-2 Year,No,36336,152,241
381218,Male,38,1,47,0,1-2 Year,Yes,23778,124,118
381219,Male,69,1,8,0,1-2 Year,Yes,2630,157,231
381220,Male,74,1,28,1,1-2 Year,Yes,28605,26,242
381221,Female,55,1,41,0,1-2 Year,Yes,37187,26,290
381222,Male,21,1,46,1,< 1 Year,No,27337,160,280
381223,Male,50,1,28,1,1-2 Year,No,47657,124,85
381224,Female,49,1,33,0,1-2 Year,Yes,2630,160,198
381225,Male,35,1,18,0,1-2 Year,Yes,2630,124,41
381226,Male,52,1,10,0,> 2 Years,Yes,29992,26,93
381227,Male,43,1,33,0,1-2 Year,Yes,2630,157,250
381228,Female,20,1,16,0,< 1 Year,Yes,22485,160,193
381229,Female,56,1,28,0,1-2 Year,Yes,29200,122,146
381230,Female,25,1,44,1,< 1 Year,No,26320,152,176
381231,Female,26,1,2,1,< 1 Year,No,25808,152,135
381232,Female,30,1,47,0,1-2 Year,Yes,30690,124,85
381233,Female,27,1,6,1,< 1 Year,No,16457,160,186
381234,Male,39,1,28,0,1-2 Year,Yes,60174,124,55
381235,Male,23,1,30,1,< 1 Year,No,32924,152,13
381236,Female,23,1,3,0,< 1 Year,Yes,27852,152,188
381237,Male,28,1,8,1,< 1 Year,No,36920,152,24
381238,Female,21,1,28,1,< 1 Year,No,42448,152,114
381239,Male,26,1,50,1,< 1 Year,No,30115,152,160
381240,Female,21,1,17,1,< 1 Year,No,23459,152,232
381241,Male,50,1,46,0,1-2 Year,Yes,40641,124,63
381242,Female,28,1,29,1,< 1 Year,No,40498,152,153
381243,Female,44,1,28,1,1-2 Year,No,43151,124,175
381244,Female,23,1,5,0,< 1 Year,Yes,21026,152,141
381245,Male,61,1,46,1,1-2 Year,No,37953,26,55
381246,Male,46,1,46,0,1-2 Year,Yes,36992,154,293
381247,Male,35,1,29,0,1-2 Year,Yes,2630,157,232
381248,Female,25,1,6,1,< 1 Year,No,19804,152,205
381249,Male,24,1,8,0,< 1 Year,Yes,2630,152,123
381250,Male,24,1,45,1,< 1 Year,No,21546,152,237
381251,Male,41,1,8,1,1-2 Year,No,33603,124,87
381252,Male,25,1,11,1,< 1 Year,No,20958,152,230
381253,Male,25,1,39,1,< 1 Year,No,28625,152,80
381254,Male,61,1,20,1,1-2 Year,No,2630,26,148
381255,Male,39,1,1,0,1-2 Year,Yes,2630,26,221
381256,Male,41,1,28,0,1-2 Year,Yes,26454,26,200
381257,Female,26,1,28,1,< 1 Year,No,33798,152,63
381258,Male,53,1,35,1,1-2 Year,Yes,21353,26,126
381259,Male,29,1,28,0,< 1 Year,No,2630,158,194
381260,Female,25,1,28,0,< 1 Year,No,30396,152,22
381261,Female,52,1,28,0,1-2 Year,Yes,33944,155,13
381262,Female,43,1,28,0,1-2 Year,Yes,35704,26,18
381263,Female,30,1,8,1,< 1 Year,No,2630,160,83
381264,Female,43,1,18,0,1-2 Year,Yes,27743,124,209
381265,Male,22,1,46,0,< 1 Year,Yes,32497,152,138
381266,Female,22,1,28,1,< 1 Year,No,28101,160,277
381267,Male,74,1,33,1,1-2 Year,No,22623,26,233
381268,Male,57,1,30,1,1-2 Year,No,26272,152,195
381269,Female,23,1,13,0,< 1 Year,Yes,28589,152,296
381270,Female,53,1,28,0,1-2 Year,Yes,2630,152,68
381271,Female,67,1,28,0,1-2 Year,Yes,30477,26,290
381272,Male,23,1,3,1,< 1 Year,No,26341,152,219
381273,Male,55,1,46,1,1-2 Year,No,2630,26,243
381274,Female,22,1,29,1,< 1 Year,No,33758,152,211
381275,Female,32,1,28,1,< 1 Year,No,2630,1,44
381276,Female,27,1,8,0,< 1 Year,Yes,49623,152,117
381277,Male,22,1,3,1,< 1 Year,No,26138,152,135
381278,Male,25,1,2,0,1-2 Year,Yes,2630,156,279
381279,Male,38,1,28,0,1-2 Year,Yes,33196,26,55
381280,Male,29,1,15,1,< 1 Year,No,24617,152,57
381281,Female,20,1,28,0,1-2 Year,Yes,41983,124,203
381282,Female,24,1,25,1,< 1 Year,No,22400,152,173
381283,Male,20,1,27,1,< 1 Year,No,26871,160,52
381284,Male,49,1,28,0,1-2 Year,Yes,45332,124,116
381285,Female,23,1,29,1,< 1 Year,No,29688,152,237
381286,Male,64,1,12,1,1-2 Year,No,2630,26,186
381287,Male,31,1,33,1,1-2 Year,No,2630,156,244
381288,Male,44,1,28,0,1-2 Year,Yes,18082,60,33
381289,Male,36,1,16,0,1-2 Year,Yes,2630,124,85
381290,Male,38,1,28,0,1-2 Year,Yes,52527,122,55
381291,Male,50,1,30,0,1-2 Year,Yes,35346,152,61
381292,Female,24,1,41,0,< 1 Year,Yes,46077,152,62
381293,Male,20,1,50,1,< 1 Year,No,36046,160,280
381294,Male,27,1,43,0,< 1 Year,Yes,2630,152,147
381295,Female,25,1,41,1,< 1 Year,No,36667,152,60
381296,Male,42,1,28,0,> 2 Years,Yes,32113,26,90
381297,Female,24,1,30,1,< 1 Year,No,27776,152,167
381298,Female,37,1,47,1,1-2 Year,No,38293,16,212
381299,Male,44,1,28,1,1-2 Year,No,28110,61,247
381300,Male,44,1,8,0,1-2 Year,No,46940,124,143
381301,Male,64,1,22,0,1-2 Year,Yes,2630,26,100
381302,Female,24,1,46,1,< 1 Year,No,35648,152,21
381303,Female,22,1,33,1,< 1 Year,No,29452,152,183
381304,Female,51,1,46,1,1-2 Year,No,27144,124,266
381305,Female,20,1,37,0,< 1 Year,Yes,55236,160,12
381306,Male,49,1,8,0,1-2 Year,Yes,40088,26,25
381307,Female,24,1,15,1,< 1 Year,No,28374,152,208
381308,Male,33,1,28,0,1-2 Year,Yes,2630,156,43
381309,Female,25,1,6,1,< 1 Year,No,29208,152,253
381310,Male,28,1,28,0,1-2 Year,Yes,30267,124,161
381311,Male,25,1,8,1,< 1 Year,No,61002,152,266
381312,Male,21,1,6,1,< 1 Year,No,24939,152,39
381313,Female,44,1,28,0,1-2 Year,Yes,46671,26,94
381314,Female,61,1,8,0,1-2 Year,No,42327,26,59
381315,Female,26,1,41,1,< 1 Year,No,27868,152,246
381316,Male,53,1,28,0,1-2 Year,Yes,61685,25,24
381317,Female,54,1,8,0,1-2 Year,No,31390,26,86
381318,Male,28,1,11,0,< 1 Year,Yes,2630,156,201
381319,Male,24,1,11,1,< 1 Year,No,29579,152,125
381320,Female,22,1,41,0,< 1 Year,Yes,52604,152,51
381321,Female,24,1,11,0,< 1 Year,Yes,40921,124,112
381322,Male,64,1,47,0,1-2 Year,Yes,29575,26,264
381323,Male,76,1,28,0,1-2 Year,No,35996,26,175
381324,Female,65,1,28,1,1-2 Year,No,47045,26,76
381325,Male,36,1,14,0,1-2 Year,Yes,27610,152,35
381326,Male,25,1,28,1,< 1 Year,No,34003,152,61
381327,Male,51,1,0,0,1-2 Year,Yes,2630,12,218
381328,Male,26,1,29,1,< 1 Year,No,71710,152,222
381329,Male,66,1,2,0,1-2 Year,Yes,35386,124,129
381330,Female,47,1,28,1,1-2 Year,No,34823,26,50
381331,Male,56,1,8,0,1-2 Year,Yes,42395,154,44
381332,Female,24,1,4,1,< 1 Year,No,27260,152,274
381333,Female,30,1,41,1,< 1 Year,No,47952,152,194
381334,Male,30,1,6,1,< 1 Year,No,28558,152,47
381335,Male,25,1,32,1,< 1 Year,No,25271,152,36
381336,Male,24,1,28,1,< 1 Year,No,29925,152,135
381337,Female,36,1,35,1,1-2 Year,No,25277,152,11
381338,Male,51,1,15,0,1-2 Year,Yes,37603,124,235
