Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
0,62,1,28.0,0,3,1,30070.0,124.0,227,1
1,26,1,45.0,1,1,0,27939.0,160.0,124,0
1,56,1,28.0,0,3,1,76769.0,26.0,14,1
1,46,1,28.0,0,2,1,65196.0,124.0,270,1
1,41,1,39.0,0,2,1,34783.0,124.0,296,0
1,55,1,28.0,0,2,1,50417.0,26.0,66,0
0,42,1,28.0,0,2,1,23162.0,26.0,81,1
0,45,1,28.0,0,2,1,53828.0,124.0,130,0
0,38,1,46.0,0,2,1,28977.0,124.0,227,1
1,63,1,28.0,0,2,1,64789.0,124.0,127,1
0,36,1,28.0,0,2,1,38336.0,124.0,232,1
0,44,1,3.0,0,2,1,2630.0,154.0,297,0
1,47,1,8.0,0,2,0,22568.0,124.0,70,1
1,48,1,29.0,0,2,1,31367.0,26.0,10,1
0,46,1,41.0,0,2,1,35183.0,124.0,76,1
1,80,1,29.0,0,2,1,2630.0,26.0,51,1
1,47,1,3.0,0,2,1,36581.0,124.0,84,1
0,24,1,41.0,1,1,0,31492.0,152.0,171,0
0,62,1,28.0,0,3,1,55708.0,other,196,1
0,25,1,8.0,0,1,1,26402.0,152.0,246,1
0,44,1,18.0,1,2,0,2630.0,152.0,25,0
0,29,1,11.0,0,1,1,26598.0,124.0,251,1
1,23,1,15.0,0,1,1,28388.0,152.0,94,0
1,32,1,28.0,0,2,1,59158.0,124.0,151,1
0,48,1,28.0,0,2,1,29443.0,124.0,18,1
0,47,1,other,0,2,1,30705.0,other,89,1
1,44,1,other,0,2,1,2630.0,124.0,143,1
1,46,1,28.0,0,2,1,2630.0,26.0,260,0
0,23,1,6.0,1,1,0,2630.0,152.0,33,0
1,56,1,28.0,0,3,1,52592.0,26.0,166,1
0,52,1,8.0,0,2,0,22370.0,other,288,0
0,28,1,other,1,1,0,29012.0,152.0,88,0
1,26,1,other,0,1,1,48738.0,152.0,173,0
1,56,1,28.0,0,3,1,37904.0,other,278,1
0,37,1,29.0,0,2,0,30120.0,154.0,252,0
1,23,1,28.0,0,1,1,51964.0,26.0,10,1
0,38,1,8.0,0,2,1,28396.0,157.0,258,1
1,32,1,28.0,0,1,1,30066.0,124.0,46,1
0,30,1,29.0,0,2,1,2630.0,124.0,85,1
0,55,1,2.0,0,2,1,38489.0,124.0,86,1
0,22,1,47.0,0,1,1,26022.0,152.0,102,1
1,65,1,28.0,1,2,0,37663.0,other,191,0
0,38,1,11.0,0,2,1,39322.0,124.0,130,1
0,70,1,11.0,0,2,1,41729.0,26.0,254,1
0,28,1,13.0,0,1,1,24076.0,154.0,183,1
0,42,1,28.0,0,2,1,40831.0,other,262,1
0,38,1,41.0,0,2,0,34220.0,124.0,13,0
0,48,1,28.0,0,2,1,37468.0,26.0,150,1
0,42,1,50.0,0,2,1,41981.0,124.0,276,1
0,23,1,other,1,1,0,34963.0,26.0,72,0
0,44,1,3.0,0,2,0,2630.0,26.0,129,1
0,63,1,28.0,0,2,1,27921.0,124.0,208,1
1,41,1,28.0,0,2,1,2630.0,other,18,1
0,25,1,10.0,1,1,0,26990.0,152.0,140,0
0,20,1,10.0,1,1,0,18203.0,160.0,282,0
1,51,1,14.0,0,2,1,29323.0,124.0,107,1
0,58,1,other,1,2,1,29592.0,124.0,265,0
1,50,1,28.0,0,3,1,31002.0,other,197,1
1,51,1,28.0,1,2,1,40384.0,26.0,221,0
1,25,1,other,1,1,0,30960.0,152.0,269,0
1,24,1,8.0,0,1,1,36560.0,160.0,260,0
0,45,1,8.0,0,2,1,41762.0,26.0,174,0
0,44,1,6.0,1,2,0,22936.0,26.0,210,0
0,50,1,41.0,0,2,1,28743.0,other,152,1
1,42,1,28.0,0,2,1,33186.0,26.0,298,1
1,62,1,28.0,0,2,1,54098.0,124.0,69,1
1,24,1,28.0,1,1,0,19933.0,152.0,118,0
0,22,1,28.0,1,1,0,46120.0,152.0,53,0
1,47,1,41.0,0,2,1,35892.0,26.0,229,1
0,61,1,28.0,0,3,1,79616.0,124.0,98,0
0,44,1,28.0,0,2,1,92716.0,124.0,69,1
1,23,1,11.0,1,1,0,33684.0,152.0,225,0
0,47,1,28.0,0,2,1,43359.0,26.0,173,1
1,61,1,48.0,1,2,0,2630.0,26.0,57,0
0,23,1,8.0,0,1,1,35806.0,152.0,137,0
1,23,1,29.0,0,1,0,2630.0,156.0,68,1
1,52,1,28.0,0,3,1,37317.0,26.0,193,1
1,37,1,8.0,0,2,1,2630.0,154.0,298,1
1,33,1,21.0,0,2,1,2630.0,157.0,241,1
0,59,1,8.0,0,2,1,37620.0,26.0,212,1
1,50,1,8.0,1,2,0,26258.0,152.0,294,0
0,23,1,46.0,0,1,1,25046.0,152.0,86,1
0,36,1,28.0,0,2,1,35818.0,124.0,177,1
1,25,1,other,0,1,1,27929.0,152.0,90,1
1,30,1,28.0,0,2,1,51854.0,26.0,97,1
1,51,1,28.0,0,2,1,26621.0,26.0,269,0
0,51,1,28.0,0,3,1,39952.0,154.0,273,1
0,28,1,10.0,1,1,0,2630.0,152.0,146,0
0,46,1,11.0,0,2,1,30219.0,26.0,80,1
0,70,1,28.0,1,2,0,38514.0,26.0,281,0
0,40,1,28.0,0,2,1,38845.0,other,99,0
0,58,1,8.0,0,2,1,40008.0,26.0,127,1
0,51,1,8.0,1,2,0,34354.0,26.0,10,0
0,56,1,46.0,1,2,0,2630.0,other,223,0
0,44,1,8.0,1,2,0,38355.0,26.0,197,0
1,21,1,11.0,0,1,1,30888.0,124.0,35,1
0,32,1,10.0,1,1,0,2630.0,152.0,252,0
1,33,1,33.0,0,2,1,2630.0,124.0,73,1
0,37,1,41.0,0,3,1,34886.0,26.0,251,1
0,25,1,28.0,1,1,0,19366.0,152.0,248,0
1,43,1,28.0,0,2,1,46738.0,26.0,148,1
0,44,1,28.0,0,2,1,81390.0,26.0,167,0
0,68,1,35.0,0,2,1,28469.0,26.0,102,1
0,50,1,28.0,0,2,0,2630.0,26.0,173,0
0,25,1,33.0,1,1,0,44379.0,152.0,82,0
0,28,1,8.0,1,1,0,39009.0,152.0,30,0
1,48,1,48.0,0,2,1,2630.0,26.0,95,0
1,46,1,28.0,0,2,1,42411.0,26.0,202,1
0,49,1,8.0,0,2,1,34499.0,other,279,0
1,44,1,28.0,0,2,1,67540.0,124.0,182,1
1,24,1,41.0,1,1,0,33250.0,152.0,167,0
0,24,1,8.0,0,1,0,58647.0,152.0,223,0
1,40,1,8.0,1,2,0,28762.0,26.0,232,0
0,23,1,14.0,0,1,1,19064.0,152.0,162,1
0,24,1,41.0,0,1,1,32030.0,152.0,23,0
0,55,1,3.0,0,2,1,28868.0,122.0,188,1
0,21,1,36.0,0,2,1,38553.0,124.0,31,0
0,49,1,45.0,0,2,1,23419.0,other,252,1
0,30,1,33.0,1,1,0,40446.0,152.0,24,0
1,48,1,47.0,0,2,1,35711.0,26.0,147,1
0,66,1,41.0,0,2,1,37384.0,26.0,103,0
0,43,1,other,1,2,0,51869.0,124.0,124,0
0,50,1,3.0,0,2,1,39440.0,other,59,0
1,36,1,48.0,0,2,1,2630.0,154.0,76,1
0,27,1,28.0,0,1,1,48839.0,152.0,121,1
0,24,1,8.0,1,1,0,27094.0,160.0,275,0
1,29,1,15.0,1,1,0,34901.0,152.0,160,0
0,26,1,other,1,1,0,2630.0,152.0,152,0
0,57,1,28.0,0,3,1,53713.0,122.0,172,1
1,55,1,other,0,2,1,38508.0,26.0,158,1
1,25,1,8.0,0,1,1,40135.0,152.0,101,0
0,46,1,28.0,0,2,1,31899.0,156.0,218,1
1,21,1,41.0,0,1,1,34761.0,152.0,111,0
0,60,1,50.0,0,2,1,2630.0,154.0,135,1
1,49,1,47.0,0,2,1,2630.0,157.0,53,1
0,59,1,8.0,0,2,1,49429.0,26.0,58,1
0,39,1,50.0,1,2,0,28917.0,152.0,27,0
1,70,1,48.0,1,2,0,2630.0,122.0,115,0
1,70,1,28.0,0,2,1,37529.0,122.0,64,1
1,24,1,other,1,1,0,2630.0,160.0,95,0
1,33,1,10.0,0,1,1,25646.0,152.0,263,0
0,39,1,3.0,0,2,1,24479.0,124.0,224,1
1,26,1,28.0,1,1,0,40323.0,152.0,53,0
1,28,1,28.0,0,1,1,23454.0,152.0,270,0
1,37,1,28.0,1,2,0,54073.0,26.0,177,0
0,67,1,8.0,0,2,1,58060.0,124.0,173,1
0,64,1,other,0,2,1,31847.0,26.0,83,1
0,54,1,28.0,0,3,1,46818.0,26.0,181,1
0,62,0,33.0,0,2,1,26681.0,124.0,175,0
1,23,1,18.0,0,1,1,29573.0,152.0,129,1
1,24,1,14.0,1,1,0,31526.0,152.0,101,0
0,49,1,28.0,1,2,0,2630.0,124.0,139,0
1,67,1,other,0,2,1,52322.0,other,254,1
0,28,1,28.0,0,2,1,48730.0,156.0,120,1
1,46,1,28.0,0,2,1,48876.0,124.0,290,1
0,41,1,41.0,0,3,1,34632.0,other,205,1
1,30,1,10.0,1,1,0,30567.0,152.0,136,0
0,43,1,50.0,0,2,1,50243.0,other,230,0
0,50,1,46.0,0,2,1,24817.0,124.0,20,1
0,53,1,8.0,1,2,0,41747.0,other,44,0
1,23,1,29.0,1,1,0,21512.0,152.0,114,0
1,22,1,11.0,0,1,1,40559.0,152.0,202,1
1,59,1,48.0,0,2,1,2630.0,124.0,67,0
1,21,1,28.0,0,1,1,2630.0,152.0,33,0
1,43,1,28.0,0,2,1,36612.0,124.0,53,1
0,69,1,28.0,0,2,1,40642.0,124.0,185,1
0,72,1,47.0,1,2,0,33803.0,152.0,297,0
0,42,1,47.0,0,2,1,31486.0,124.0,12,1
0,34,1,46.0,0,2,1,2630.0,156.0,171,0
1,41,1,other,0,3,1,2630.0,156.0,248,1
0,43,1,28.0,0,2,1,36398.0,26.0,26,1
0,57,1,41.0,0,2,1,27691.0,26.0,142,0
0,43,1,33.0,0,2,1,26452.0,124.0,211,1
0,56,1,30.0,0,2,1,2630.0,156.0,146,1
0,28,1,8.0,0,2,1,39579.0,other,86,1
0,34,1,3.0,0,1,1,21688.0,26.0,271,1
0,48,1,18.0,0,2,1,25581.0,other,12,1
1,48,1,28.0,0,2,1,34242.0,122.0,86,1
0,24,1,other,1,1,0,38222.0,152.0,144,0
1,22,1,15.0,1,1,0,31420.0,152.0,235,0
0,45,1,28.0,0,1,1,36847.0,124.0,99,1
0,44,1,30.0,1,2,0,26468.0,124.0,137,0
0,38,1,8.0,0,2,1,2630.0,other,205,1
1,40,1,41.0,0,2,1,28730.0,other,222,1
0,38,1,41.0,0,2,1,2630.0,152.0,63,1
0,27,1,14.0,0,1,1,21408.0,152.0,213,0
1,24,1,8.0,1,1,0,62423.0,152.0,86,0
0,44,1,39.0,1,2,0,29645.0,124.0,279,0
1,24,1,45.0,1,1,0,27440.0,152.0,200,0
1,70,1,28.0,0,2,1,42247.0,26.0,169,0
1,50,1,33.0,0,2,1,27504.0,124.0,263,1
1,71,1,28.0,0,2,1,40289.0,157.0,53,1
1,41,1,28.0,0,2,1,40989.0,124.0,288,1
0,79,1,28.0,0,2,0,38765.0,124.0,193,0
1,22,1,21.0,1,1,0,30359.0,152.0,201,0
0,29,1,28.0,0,2,1,25617.0,26.0,46,1
0,69,1,28.0,0,2,1,36970.0,124.0,249,1
1,21,1,6.0,0,1,1,52344.0,152.0,226,0
1,43,1,28.0,0,2,1,74292.0,122.0,100,1
0,21,1,2.0,0,1,1,32449.0,154.0,155,1
1,23,1,28.0,0,2,1,83757.0,124.0,198,1
0,50,1,other,0,2,1,31567.0,26.0,278,1
0,39,1,other,1,2,0,2630.0,124.0,263,0
0,41,1,29.0,0,2,1,2630.0,26.0,88,0
1,29,1,41.0,0,1,1,29879.0,152.0,210,1
1,71,1,28.0,0,2,1,33160.0,124.0,12,1
1,42,1,other,0,2,1,2630.0,26.0,156,1
1,62,1,28.0,0,2,1,25150.0,122.0,184,1
0,44,1,8.0,0,2,1,35712.0,26.0,118,1
1,22,1,41.0,1,1,0,28147.0,152.0,91,0
1,44,1,3.0,0,2,1,34387.0,26.0,37,1
0,22,1,36.0,0,1,1,32125.0,152.0,247,0
0,50,1,30.0,0,2,1,48325.0,26.0,129,1
1,48,1,28.0,0,2,1,71098.0,26.0,169,1
1,24,1,8.0,1,1,0,29179.0,152.0,164,0
0,49,1,8.0,0,3,1,63308.0,124.0,136,1
1,61,1,28.0,1,2,0,28697.0,26.0,212,0
1,43,1,28.0,0,2,1,33492.0,26.0,248,0
0,47,1,28.0,0,2,1,2630.0,26.0,150,1
0,20,1,35.0,0,1,1,31044.0,160.0,157,0
0,25,1,50.0,1,1,0,30251.0,152.0,95,0
0,35,1,8.0,0,2,1,24858.0,152.0,24,1
1,25,1,30.0,0,2,1,32191.0,124.0,236,1
1,42,1,50.0,1,2,0,37021.0,other,242,0
1,39,1,28.0,0,2,1,55570.0,26.0,71,1
0,23,1,6.0,0,1,1,26035.0,152.0,246,1
0,42,1,37.0,0,2,0,32174.0,124.0,137,0
0,53,1,47.0,0,3,1,44932.0,124.0,166,1
1,57,1,6.0,0,2,1,2630.0,26.0,114,1
0,39,1,28.0,0,2,1,47975.0,26.0,212,1
1,20,1,3.0,0,1,1,22546.0,160.0,31,0
0,25,1,13.0,0,1,1,2630.0,160.0,251,1
1,21,1,41.0,1,1,0,31768.0,152.0,29,0
0,30,1,28.0,0,2,1,51787.0,124.0,258,1
0,28,1,other,0,2,1,2630.0,157.0,143,1
0,47,1,35.0,0,2,1,27861.0,26.0,238,1
0,49,1,28.0,0,2,0,77288.0,124.0,227,0
1,40,1,33.0,0,2,1,35346.0,124.0,60,0
1,59,1,30.0,1,2,0,26410.0,154.0,43,0
0,39,1,46.0,0,2,1,29823.0,26.0,49,1
0,74,1,28.0,0,2,1,61569.0,124.0,182,1
1,49,1,29.0,0,2,1,41263.0,124.0,234,1
1,31,1,28.0,0,2,1,2630.0,other,124,0
0,62,1,28.0,0,2,1,38258.0,124.0,53,0
1,40,1,36.0,1,2,0,2630.0,152.0,155,0
1,54,1,41.0,1,2,0,58695.0,124.0,203,0
0,36,1,14.0,0,2,1,2630.0,26.0,131,1
0,32,1,28.0,0,1,1,79681.0,124.0,109,1
1,35,1,33.0,1,2,0,28176.0,152.0,64,0
0,71,1,21.0,0,2,1,33247.0,124.0,287,0
1,40,1,8.0,0,2,1,30534.0,156.0,247,1
1,23,1,41.0,1,1,0,32913.0,152.0,37,0
0,23,1,8.0,1,1,0,28915.0,26.0,28,0
0,40,1,8.0,1,2,0,28804.0,124.0,134,0
0,25,1,other,1,1,0,20788.0,152.0,201,0
1,28,1,10.0,0,1,1,14214.0,152.0,274,1
1,44,1,48.0,0,2,1,2630.0,124.0,52,1
1,25,1,30.0,0,1,1,2630.0,152.0,115,0
1,39,1,28.0,0,2,1,2630.0,other,38,1
1,46,1,28.0,0,3,1,53192.0,26.0,296,1
1,42,1,28.0,1,2,0,98662.0,26.0,175,0
1,26,1,8.0,1,1,0,27148.0,152.0,162,0
1,74,1,41.0,1,2,0,41310.0,124.0,23,0
0,28,1,33.0,1,1,0,29080.0,152.0,255,0
0,43,1,50.0,0,2,1,33564.0,156.0,150,1
1,41,1,28.0,0,2,1,49383.0,26.0,15,1
0,56,1,29.0,0,2,1,2630.0,157.0,49,1
1,47,1,35.0,1,2,0,43242.0,154.0,130,0
0,56,1,28.0,0,3,1,30835.0,26.0,85,1
0,38,1,other,0,2,1,2630.0,157.0,147,0
0,43,1,46.0,1,2,0,19457.0,26.0,73,0
1,46,1,28.0,0,2,1,44805.0,124.0,62,0
1,23,1,30.0,1,1,0,23871.0,152.0,256,0
0,68,1,28.0,0,2,1,27861.0,26.0,136,0
0,54,1,28.0,0,2,1,43516.0,124.0,22,1
1,42,1,28.0,0,2,1,62692.0,26.0,220,1
0,53,1,other,0,2,1,24541.0,26.0,132,1
0,31,1,30.0,0,2,1,2630.0,157.0,142,1
0,63,1,28.0,1,2,0,31544.0,26.0,285,0
0,35,1,3.0,0,2,1,29371.0,124.0,20,1
1,54,1,28.0,0,2,1,44731.0,26.0,252,1
0,36,1,28.0,0,2,1,45952.0,152.0,207,1
0,66,1,28.0,0,2,1,49107.0,122.0,104,1
1,56,1,28.0,0,2,1,31285.0,122.0,278,0
1,25,1,28.0,0,1,1,28221.0,152.0,55,0
0,21,1,other,1,1,0,2630.0,160.0,191,0
1,23,1,other,0,1,1,2630.0,152.0,37,0
0,24,1,28.0,1,1,0,32807.0,152.0,272,0
0,30,1,other,0,2,1,2630.0,157.0,17,1
0,57,1,8.0,0,3,1,46469.0,124.0,195,0
0,49,1,15.0,1,2,0,42797.0,26.0,27,0
1,22,1,8.0,1,1,0,47367.0,152.0,31,0
1,50,1,28.0,0,3,1,2630.0,122.0,56,1
1,22,1,other,0,1,1,36383.0,152.0,35,0
0,55,1,other,0,2,1,30110.0,124.0,97,0
0,58,1,33.0,0,2,1,2630.0,26.0,63,0
0,22,1,35.0,1,1,0,31109.0,152.0,197,0
0,48,1,28.0,0,3,1,41343.0,26.0,196,1
0,40,1,3.0,0,2,1,23612.0,124.0,211,1
1,26,1,28.0,0,1,1,2630.0,152.0,131,0
1,29,1,8.0,0,2,1,2630.0,154.0,41,1
0,36,1,28.0,0,2,1,44721.0,other,214,1
0,29,1,28.0,1,1,0,30911.0,152.0,46,0
0,22,1,33.0,1,1,0,46310.0,152.0,77,0
1,71,1,28.0,1,2,0,21693.0,122.0,105,0
0,55,1,35.0,0,2,1,2630.0,156.0,15,1
0,34,1,8.0,1,2,0,43531.0,152.0,105,0
0,50,1,28.0,0,2,1,40384.0,26.0,185,1
1,32,1,29.0,1,1,0,47996.0,152.0,47,0
0,42,1,8.0,0,2,1,36760.0,124.0,79,0
0,22,1,39.0,0,1,1,31072.0,152.0,141,0
0,27,1,37.0,0,1,1,29809.0,152.0,186,0
1,42,1,28.0,0,3,1,49317.0,26.0,54,0
0,48,1,28.0,0,2,1,47112.0,124.0,298,1
1,24,1,30.0,0,1,0,35690.0,152.0,149,0
1,69,1,other,1,2,0,28926.0,124.0,96,0
0,65,1,18.0,0,2,1,30213.0,26.0,212,1
0,37,1,28.0,0,2,1,50992.0,124.0,295,1
0,72,1,28.0,0,2,1,2630.0,156.0,282,1
0,25,1,15.0,1,1,0,34616.0,152.0,248,0
0,42,1,28.0,0,2,1,39261.0,other,292,0
1,23,1,10.0,1,1,0,37453.0,152.0,274,0
0,46,1,28.0,0,2,1,41963.0,124.0,153,1
0,23,1,46.0,1,1,0,25774.0,152.0,125,0
0,23,1,11.0,1,1,0,32226.0,152.0,51,0
0,33,1,other,0,2,1,28622.0,124.0,66,1
0,40,1,28.0,0,2,0,46314.0,26.0,112,0
1,61,1,28.0,0,3,1,37107.0,other,239,0
1,26,1,28.0,1,1,0,37900.0,152.0,277,0
0,28,1,28.0,0,1,1,42345.0,124.0,159,1
0,64,1,28.0,0,2,1,47681.0,26.0,144,0
0,23,1,36.0,0,1,1,32222.0,152.0,279,0
1,49,1,45.0,0,2,1,20377.0,other,44,0
1,45,1,28.0,0,2,1,33830.0,26.0,189,1
0,22,1,39.0,0,1,1,2630.0,160.0,255,0
1,73,1,50.0,0,2,1,40010.0,other,55,1
1,35,1,other,0,2,1,2630.0,156.0,70,1
1,21,1,37.0,0,1,1,23586.0,152.0,113,0
1,43,1,37.0,1,2,0,33570.0,124.0,156,0
1,40,1,8.0,0,2,1,34438.0,124.0,228,1
1,28,1,28.0,0,1,1,39745.0,152.0,256,1
1,47,1,28.0,0,3,1,2630.0,26.0,21,1
0,45,1,other,0,2,1,2630.0,26.0,75,1
0,32,1,other,0,1,1,33302.0,124.0,215,0
0,24,1,13.0,0,1,1,21643.0,26.0,187,0
1,33,1,other,0,1,1,31307.0,154.0,278,1
0,69,1,37.0,1,2,0,28238.0,26.0,103,0
0,23,1,29.0,1,1,0,25892.0,152.0,111,0
0,50,1,28.0,0,3,1,45892.0,26.0,153,1
1,23,1,other,0,1,1,2630.0,152.0,244,0
0,24,1,other,1,1,0,70325.0,152.0,287,0
1,38,1,28.0,0,2,1,32046.0,26.0,193,1
0,56,1,28.0,0,3,1,41076.0,122.0,295,1
0,40,1,28.0,0,2,1,31490.0,122.0,279,1
1,50,1,28.0,0,3,1,41045.0,other,77,0
1,60,1,28.0,0,2,1,48923.0,124.0,31,0
0,22,1,other,0,1,1,43274.0,160.0,121,1
0,25,1,46.0,1,1,0,24477.0,152.0,279,0
1,21,1,other,1,1,0,30250.0,152.0,44,0
1,57,1,28.0,0,2,1,26552.0,122.0,109,1
0,27,1,other,1,1,0,46538.0,152.0,217,0
0,41,1,8.0,0,2,1,2630.0,124.0,17,0
0,41,1,28.0,0,2,1,36013.0,other,84,1
0,29,1,45.0,1,1,0,23084.0,152.0,141,0
0,50,1,8.0,0,2,1,45252.0,124.0,215,1
0,39,1,28.0,0,2,1,41217.0,124.0,120,1
0,38,1,28.0,0,2,1,2630.0,156.0,59,0
0,79,1,28.0,1,2,0,35948.0,26.0,55,0
1,38,1,30.0,0,2,1,39690.0,124.0,28,1
1,39,1,3.0,0,2,1,31581.0,124.0,42,1
1,24,1,46.0,1,1,0,37767.0,152.0,229,0
1,24,1,28.0,0,1,1,36350.0,152.0,245,1
1,22,1,41.0,1,1,0,25379.0,152.0,88,0
0,32,1,41.0,0,2,1,2630.0,122.0,72,1
0,23,1,6.0,1,1,0,23451.0,152.0,250,0
0,30,1,29.0,0,1,1,29371.0,other,96,1
0,22,1,50.0,1,1,0,49727.0,152.0,175,0
1,24,1,47.0,1,1,1,32497.0,152.0,112,0
1,22,1,41.0,1,1,0,39369.0,152.0,237,0
1,43,1,8.0,1,2,0,40680.0,124.0,55,0
0,48,1,8.0,0,2,1,36603.0,124.0,85,1
1,56,1,28.0,0,2,1,49571.0,26.0,56,0
0,37,1,29.0,0,2,1,38464.0,other,109,1
0,23,1,other,0,1,1,28980.0,152.0,42,0
1,57,1,33.0,0,2,1,24019.0,124.0,143,1
1,52,1,15.0,0,2,1,40408.0,124.0,230,1
0,68,1,29.0,0,2,1,39754.0,122.0,79,1
0,48,1,8.0,0,2,1,55936.0,124.0,290,1
0,45,1,28.0,1,2,1,39911.0,other,200,0
1,21,1,other,0,1,1,37934.0,160.0,252,0
1,22,1,28.0,0,2,1,53025.0,124.0,195,1
1,30,1,28.0,1,1,0,22925.0,152.0,256,0
1,40,1,28.0,0,2,1,29652.0,26.0,72,0
0,21,1,30.0,0,1,0,33034.0,152.0,166,0
1,20,1,8.0,1,1,0,40928.0,160.0,88,0
0,41,1,8.0,0,2,1,37506.0,26.0,287,1
1,43,1,15.0,0,2,1,30185.0,160.0,246,1
0,27,1,28.0,0,1,1,46714.0,152.0,287,0
0,35,1,6.0,0,2,1,40088.0,124.0,62,1
0,29,1,33.0,1,2,0,29126.0,other,269,0
0,47,1,28.0,0,2,1,44883.0,26.0,40,1
1,24,1,3.0,0,1,0,2630.0,152.0,276,0
0,73,1,11.0,0,2,1,33660.0,other,204,1
0,34,1,47.0,0,2,1,2630.0,other,69,1
0,62,1,28.0,0,3,1,29105.0,26.0,290,0
0,20,1,8.0,1,1,0,2630.0,160.0,134,0
0,34,1,other,0,2,1,30239.0,124.0,131,1
0,50,1,28.0,0,2,1,38892.0,26.0,142,1
1,21,1,37.0,0,1,1,29859.0,152.0,259,0
0,41,1,28.0,1,2,0,54665.0,124.0,109,0
0,47,1,46.0,1,2,0,40883.0,124.0,127,0
0,47,1,28.0,0,2,1,73634.0,124.0,163,0
0,60,1,28.0,1,2,0,2630.0,124.0,243,0
0,42,1,39.0,0,2,1,27736.0,124.0,222,1
1,49,1,46.0,0,2,1,28452.0,156.0,73,1
0,55,1,28.0,0,2,1,2630.0,157.0,227,0
1,41,1,28.0,0,3,1,51799.0,26.0,205,0
1,35,1,8.0,1,2,0,26567.0,26.0,124,0
0,30,1,3.0,0,1,1,22133.0,26.0,226,1
1,23,1,30.0,1,1,0,38787.0,152.0,164,0
0,26,1,3.0,1,1,0,19193.0,152.0,244,0
1,32,1,28.0,0,2,1,2630.0,124.0,166,1
0,39,1,30.0,1,2,0,23560.0,152.0,122,0
0,53,1,28.0,0,2,1,42858.0,26.0,255,0
1,24,1,36.0,0,1,1,31657.0,152.0,158,1
1,56,1,28.0,0,2,1,27707.0,122.0,70,0
0,23,1,50.0,0,1,0,48431.0,152.0,54,0
1,32,1,other,0,2,1,28757.0,other,122,1
1,26,1,29.0,1,1,0,2630.0,160.0,67,0
0,42,1,8.0,0,2,1,29206.0,124.0,268,1
0,49,1,8.0,0,2,1,32907.0,26.0,285,1
0,22,1,other,0,1,1,27385.0,152.0,240,1
0,39,1,36.0,0,2,1,28457.0,124.0,185,1
0,43,1,8.0,0,2,0,2630.0,26.0,35,0
1,46,1,28.0,0,2,1,41974.0,26.0,16,1
0,32,1,28.0,0,1,1,44458.0,26.0,43,1
0,46,1,other,0,2,1,2630.0,26.0,266,1
0,66,1,28.0,0,2,1,54789.0,26.0,179,1
1,24,1,11.0,0,1,1,28476.0,152.0,273,1
