Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
1,38,1,11.0,0,2,1,38510.0,26.0,156,0
0,41,1,other,1,2,0,28924.0,26.0,219,0
1,23,1,50.0,1,1,0,55408.0,152.0,241,0
1,42,1,other,0,2,1,29425.0,152.0,81,0
1,23,1,28.0,0,1,1,2630.0,156.0,297,0
1,22,1,15.0,0,1,0,49701.0,152.0,167,0
0,68,1,28.0,1,2,0,37923.0,26.0,167,0
0,41,1,28.0,0,2,1,61726.0,124.0,146,0
0,21,1,13.0,0,1,1,32851.0,160.0,241,0
1,22,1,15.0,1,1,0,38860.0,152.0,68,0
1,25,1,36.0,0,1,0,2630.0,152.0,135,0
1,21,1,8.0,1,1,0,40437.0,160.0,233,0
0,24,1,2.0,0,1,1,26786.0,152.0,154,0
0,63,1,8.0,0,2,0,54521.0,26.0,77,0
1,23,1,36.0,0,1,0,37661.0,152.0,292,0
1,38,1,other,0,2,1,27188.0,26.0,23,0
0,39,1,other,0,2,1,30338.0,26.0,266,0
0,34,1,10.0,1,2,0,30067.0,152.0,91,0
0,37,1,41.0,1,2,0,35003.0,152.0,220,0
0,35,1,13.0,0,2,1,25592.0,152.0,145,0
0,58,1,47.0,1,2,1,22697.0,other,129,0
1,24,1,8.0,0,1,1,47251.0,152.0,191,0
0,21,1,15.0,0,1,1,41015.0,160.0,204,0
1,29,1,33.0,1,1,1,2630.0,160.0,174,0
1,50,1,46.0,1,2,0,33833.0,26.0,269,0
0,42,1,8.0,1,2,0,37703.0,124.0,31,0
0,45,1,other,0,2,1,33314.0,other,251,0
0,23,1,14.0,1,1,0,2630.0,160.0,101,0
1,75,0,28.0,0,2,0,47641.0,122.0,102,0
0,57,1,8.0,1,2,0,42457.0,26.0,74,0
0,46,1,3.0,1,2,0,2630.0,124.0,264,0
1,75,1,46.0,0,2,0,23608.0,other,117,0
1,26,1,11.0,1,1,0,36291.0,152.0,158,0
1,24,1,28.0,1,1,0,56708.0,152.0,109,0
0,23,1,11.0,1,1,0,32346.0,152.0,251,0
0,40,1,other,0,2,0,2630.0,156.0,19,0
1,22,1,45.0,1,1,0,25779.0,152.0,187,0
0,49,1,46.0,0,2,1,28949.0,other,18,0
0,21,1,46.0,1,1,0,30621.0,160.0,277,0
1,23,1,11.0,1,1,0,27117.0,152.0,194,0
0,57,1,28.0,0,2,1,35874.0,124.0,25,0
0,21,1,15.0,0,1,1,43209.0,160.0,208,0
1,20,1,29.0,1,1,0,51445.0,160.0,134,0
0,27,1,28.0,0,1,1,26732.0,152.0,282,0
1,26,1,28.0,0,2,1,33657.0,26.0,95,0
1,32,1,45.0,0,2,0,47865.0,157.0,257,0
1,24,1,other,0,1,1,26654.0,152.0,167,0
0,40,1,other,1,2,0,25825.0,other,85,0
1,65,0,28.0,0,2,1,50461.0,26.0,257,0
0,41,1,28.0,0,2,1,38500.0,26.0,52,0
1,47,1,28.0,0,2,1,39027.0,124.0,182,0
0,49,1,35.0,1,2,0,24222.0,26.0,188,0
1,25,1,21.0,1,1,0,30846.0,152.0,215,0
1,33,1,28.0,0,1,1,42404.0,152.0,242,0
1,34,1,28.0,0,2,1,30311.0,other,248,0
0,47,1,18.0,1,2,0,30947.0,124.0,295,0
1,57,1,28.0,0,2,1,53905.0,26.0,80,0
0,55,1,28.0,1,2,0,41600.0,124.0,59,0
0,41,1,28.0,0,2,1,59873.0,26.0,183,0
0,29,1,33.0,1,1,0,50074.0,152.0,70,0
0,31,1,15.0,0,1,1,2630.0,157.0,272,0
1,65,1,28.0,0,2,1,58259.0,124.0,174,0
0,60,1,37.0,0,3,1,32340.0,26.0,27,0
1,30,1,28.0,1,1,0,25104.0,other,192,0
1,35,1,other,1,2,0,24173.0,152.0,274,0
0,21,1,8.0,1,1,1,36688.0,160.0,189,0
0,37,1,39.0,0,2,1,45195.0,26.0,112,0
1,46,1,39.0,0,2,1,29350.0,124.0,209,0
1,21,1,15.0,0,1,0,21516.0,160.0,217,0
0,23,1,41.0,1,1,0,29906.0,152.0,14,0
0,66,1,28.0,0,2,1,30906.0,122.0,51,0
0,42,1,45.0,0,2,1,35714.0,124.0,53,0
0,30,1,28.0,0,2,1,2630.0,124.0,205,0
0,31,1,36.0,0,1,1,29749.0,152.0,120,0
1,21,1,50.0,1,1,0,44749.0,160.0,210,0
0,60,1,48.0,0,3,1,2630.0,124.0,189,0
0,21,1,other,0,1,1,26890.0,160.0,65,0
0,22,1,41.0,1,1,0,34333.0,152.0,29,0
0,71,1,28.0,0,3,1,43266.0,26.0,174,0
0,22,1,46.0,1,1,0,25132.0,152.0,131,0
1,30,1,50.0,0,1,0,2630.0,152.0,269,0
0,75,1,28.0,0,3,1,54372.0,26.0,208,0
0,48,1,other,0,2,1,44335.0,26.0,234,0
1,22,1,29.0,1,1,0,31889.0,152.0,206,0
1,23,1,21.0,1,1,0,23345.0,152.0,107,0
1,21,1,other,0,1,1,27098.0,160.0,80,0
1,45,1,41.0,1,2,0,106213.0,26.0,189,0
1,20,1,other,0,1,0,2630.0,160.0,100,0
1,26,1,6.0,1,1,0,35500.0,152.0,67,0
1,26,1,33.0,1,1,0,42667.0,152.0,54,0
0,24,1,other,0,1,0,36520.0,152.0,73,0
1,63,1,other,0,2,1,26856.0,26.0,296,0
0,46,1,28.0,0,2,1,24707.0,124.0,241,0
0,50,1,37.0,1,2,0,29645.0,26.0,147,0
0,36,1,41.0,0,2,1,2630.0,154.0,172,0
1,51,1,other,1,2,0,35702.0,124.0,184,0
1,38,1,other,1,2,0,23000.0,124.0,86,0
1,30,1,30.0,1,2,0,23708.0,other,92,0
0,55,1,other,1,2,0,2630.0,26.0,140,0
0,58,1,28.0,0,2,1,60363.0,other,197,0
0,46,1,46.0,1,2,0,23101.0,122.0,111,0
0,69,0,28.0,0,3,1,35938.0,26.0,40,0
1,26,1,33.0,1,1,0,31612.0,152.0,29,0
1,58,1,28.0,1,2,0,46085.0,other,32,0
0,22,1,28.0,1,1,0,27470.0,152.0,110,0
1,28,1,36.0,1,1,0,36749.0,160.0,52,0
1,69,1,28.0,1,2,0,60756.0,26.0,239,0
1,24,1,13.0,1,1,0,26197.0,152.0,251,0
1,63,1,8.0,1,2,0,36738.0,152.0,94,0
0,22,1,11.0,1,1,0,34750.0,152.0,135,0
0,47,1,8.0,1,2,0,41648.0,26.0,82,0
1,33,1,41.0,1,1,0,27259.0,152.0,96,0
1,31,1,3.0,1,1,1,26499.0,124.0,138,0
1,44,1,28.0,0,2,1,49934.0,122.0,123,0
0,49,1,28.0,1,2,0,40507.0,124.0,246,0
1,47,1,28.0,0,2,1,28254.0,26.0,295,0
0,54,1,28.0,0,2,1,37523.0,other,62,0
0,66,1,8.0,0,2,1,32308.0,other,289,0
1,77,1,47.0,1,2,0,32708.0,other,104,0
1,41,1,28.0,0,2,1,31992.0,124.0,128,0
1,75,1,46.0,1,2,0,33575.0,26.0,15,0
0,30,1,28.0,1,1,0,45606.0,152.0,204,0
0,29,1,28.0,0,1,1,40407.0,26.0,29,0
0,48,1,28.0,0,2,1,40898.0,26.0,192,0
1,54,1,28.0,0,2,1,45278.0,124.0,211,0
0,26,1,6.0,1,1,0,29569.0,152.0,263,0
0,28,1,36.0,1,1,0,30927.0,152.0,295,0
1,26,1,39.0,0,1,0,28688.0,152.0,157,0
1,48,1,48.0,0,2,1,2630.0,26.0,150,0
1,46,1,28.0,0,2,1,46019.0,other,275,0
1,50,1,41.0,1,2,0,48933.0,124.0,199,0
0,45,1,35.0,1,2,0,26317.0,26.0,43,0
0,58,1,35.0,1,2,1,25404.0,157.0,220,0
0,22,1,15.0,1,1,0,30908.0,152.0,85,0
0,41,1,28.0,1,2,1,27157.0,124.0,12,0
0,23,1,8.0,0,1,1,29320.0,152.0,193,0
1,23,1,35.0,1,1,0,31656.0,160.0,196,0
0,58,1,10.0,1,2,0,2630.0,160.0,281,0
0,24,1,6.0,1,1,1,2630.0,156.0,19,0
0,27,1,other,1,1,0,2630.0,160.0,125,0
1,22,1,6.0,1,1,0,19277.0,152.0,225,0
0,80,1,28.0,1,2,0,36209.0,26.0,232,0
1,40,1,41.0,1,2,0,54405.0,124.0,90,0
1,26,1,3.0,1,1,0,29326.0,152.0,19,0
1,25,1,2.0,1,1,0,24540.0,152.0,95,0
1,21,1,other,0,1,0,32547.0,152.0,238,0
0,21,1,30.0,1,1,0,33321.0,160.0,161,0
1,47,1,28.0,0,3,1,49352.0,124.0,27,0
0,49,1,28.0,0,2,1,29468.0,122.0,157,0
0,28,1,46.0,0,1,1,2630.0,156.0,166,0
1,36,1,41.0,1,2,0,19376.0,26.0,188,0
0,35,1,15.0,1,2,0,2630.0,124.0,77,0
1,23,1,41.0,1,1,0,36955.0,152.0,177,0
0,35,1,3.0,1,2,0,2630.0,152.0,297,0
0,26,1,41.0,1,1,0,40459.0,160.0,22,0
1,37,1,28.0,0,2,1,54880.0,other,72,0
1,42,1,47.0,0,2,0,35625.0,124.0,237,0
1,25,1,45.0,1,1,0,29099.0,152.0,37,0
1,45,1,28.0,1,2,0,27485.0,152.0,107,0
0,27,1,15.0,0,1,1,40224.0,152.0,224,0
0,24,1,21.0,1,1,0,27369.0,151.0,231,0
1,28,1,41.0,1,1,0,36107.0,152.0,82,0
0,29,1,33.0,1,1,0,51361.0,151.0,125,0
1,61,1,28.0,0,3,1,35323.0,26.0,137,0
1,41,1,28.0,0,2,1,42741.0,122.0,137,0
1,75,1,28.0,0,2,1,40184.0,124.0,20,0
0,28,1,29.0,1,2,1,2630.0,156.0,278,0
1,32,1,other,1,2,0,37956.0,other,83,0
1,22,1,6.0,0,1,1,23622.0,152.0,88,0
1,25,1,41.0,1,1,0,23468.0,152.0,109,0
1,23,1,30.0,1,1,0,38787.0,152.0,164,0
1,22,1,37.0,0,1,0,36403.0,152.0,191,0
0,62,1,28.0,0,2,1,31301.0,26.0,272,0
0,24,1,45.0,0,1,1,24824.0,152.0,183,0
0,62,1,other,1,2,0,37009.0,26.0,116,0
1,38,1,46.0,0,3,1,33014.0,156.0,161,0
1,24,1,28.0,0,1,1,2630.0,124.0,291,0
1,21,1,41.0,0,2,1,49129.0,124.0,206,0
1,47,1,28.0,1,2,0,35308.0,26.0,270,0
1,28,1,11.0,1,1,0,43674.0,152.0,251,0
1,49,1,28.0,0,2,1,51899.0,other,280,0
0,21,1,other,1,1,0,2630.0,160.0,226,0
1,28,1,45.0,1,1,0,24347.0,152.0,188,0
0,26,1,41.0,1,1,0,17623.0,152.0,84,0
0,75,1,46.0,0,2,0,32997.0,26.0,262,0
0,27,1,11.0,1,1,0,2630.0,152.0,18,0
0,63,1,28.0,1,2,1,29343.0,26.0,150,0
1,39,1,41.0,0,2,1,2630.0,other,42,0
0,48,1,41.0,0,3,1,108768.0,124.0,185,0
0,46,1,28.0,1,2,0,59968.0,26.0,207,0
1,23,1,11.0,1,1,0,23060.0,152.0,72,0
0,36,1,28.0,0,2,1,2630.0,124.0,209,0
0,39,1,41.0,0,2,1,2630.0,124.0,200,0
0,25,1,6.0,1,1,0,27252.0,152.0,249,0
0,56,1,28.0,1,2,0,37988.0,26.0,68,0
1,24,1,29.0,1,1,0,34519.0,152.0,274,0
0,45,1,other,0,2,1,30496.0,other,155,0
1,25,1,30.0,1,1,0,21919.0,152.0,225,0
1,27,1,41.0,1,1,0,42541.0,152.0,249,0
0,23,1,36.0,1,1,0,34749.0,160.0,114,0
1,75,1,28.0,0,2,0,27359.0,26.0,260,0
1,48,1,28.0,0,2,0,44510.0,124.0,143,0
0,44,1,other,0,2,1,25974.0,26.0,214,0
1,31,1,8.0,1,1,0,32769.0,152.0,209,0
0,26,1,other,1,1,0,24600.0,152.0,128,0
1,37,1,28.0,0,2,1,20267.0,152.0,88,0
1,35,1,50.0,0,2,1,35813.0,26.0,160,0
0,39,1,8.0,1,2,0,46358.0,26.0,267,0
0,53,1,3.0,0,2,1,30504.0,26.0,238,0
0,49,1,33.0,0,2,1,41084.0,26.0,75,0
0,33,1,37.0,1,1,0,29231.0,152.0,41,0
1,69,1,28.0,1,2,0,29145.0,124.0,92,0
1,48,1,11.0,1,2,0,35722.0,other,90,0
1,28,1,41.0,1,2,1,2630.0,156.0,224,0
1,26,1,11.0,1,1,0,23947.0,152.0,99,0
0,76,0,28.0,0,2,1,32972.0,other,162,0
1,82,1,11.0,1,2,0,2630.0,other,102,0
1,22,1,47.0,0,1,1,34943.0,152.0,18,0
0,52,1,35.0,0,2,1,39082.0,other,263,0
0,59,1,other,1,2,0,2630.0,26.0,138,0
1,23,1,28.0,0,1,1,55157.0,26.0,173,0
0,34,1,29.0,1,2,0,37598.0,152.0,17,0
1,31,1,28.0,0,2,1,2630.0,other,124,0
0,21,1,39.0,1,1,0,2630.0,152.0,188,0
1,44,1,2.0,0,2,1,24632.0,124.0,14,0
1,24,1,other,1,1,0,38026.0,152.0,29,0
1,79,1,28.0,0,2,1,31331.0,other,278,0
1,24,1,29.0,1,1,0,38040.0,152.0,222,0
0,53,1,8.0,0,2,1,2630.0,26.0,246,0
1,24,1,50.0,1,1,0,28466.0,152.0,217,0
0,24,1,41.0,1,1,0,32034.0,152.0,292,0
1,33,1,28.0,0,1,0,37214.0,124.0,242,0
0,22,1,15.0,0,1,1,32252.0,160.0,100,0
1,66,1,50.0,0,2,1,33003.0,154.0,280,0
0,73,1,8.0,0,2,0,44334.0,124.0,219,0
1,22,1,46.0,0,1,1,26848.0,152.0,194,0
0,22,1,46.0,1,1,0,25722.0,152.0,82,0
1,21,1,39.0,1,1,0,30825.0,160.0,97,0
0,44,1,28.0,1,2,0,35754.0,124.0,255,0
0,23,1,29.0,1,1,0,33493.0,152.0,207,0
0,40,1,8.0,1,2,0,45297.0,124.0,14,0
0,55,1,other,0,2,1,32500.0,26.0,276,0
0,28,1,other,0,2,1,16126.0,157.0,82,0
0,60,1,8.0,1,2,1,46212.0,124.0,252,0
1,25,1,11.0,1,1,0,31626.0,152.0,60,0
0,46,1,50.0,0,2,1,31230.0,124.0,227,0
0,52,1,8.0,0,2,1,2630.0,157.0,246,0
1,33,1,41.0,1,1,0,26436.0,152.0,22,0
1,25,1,other,0,1,1,2630.0,160.0,283,0
0,52,1,46.0,0,3,1,24852.0,26.0,55,0
1,29,1,47.0,1,1,0,45563.0,152.0,91,0
0,43,1,8.0,1,2,0,82753.0,26.0,85,0
0,23,1,other,0,1,0,33390.0,152.0,195,0
0,41,1,28.0,0,2,0,52604.0,124.0,204,0
1,31,1,30.0,1,1,0,31661.0,152.0,122,0
0,60,1,41.0,0,2,0,29722.0,124.0,267,0
1,41,1,28.0,0,3,1,38348.0,124.0,92,0
1,21,1,46.0,0,1,1,25684.0,160.0,39,0
0,22,1,30.0,1,1,0,34857.0,152.0,88,0
0,24,1,8.0,1,1,0,48624.0,152.0,268,0
0,63,1,48.0,0,2,0,2630.0,26.0,244,0
1,21,1,33.0,1,1,0,35334.0,152.0,173,0
0,48,1,48.0,0,1,0,2630.0,other,194,0
0,61,1,47.0,0,2,0,28152.0,160.0,63,0
1,24,1,18.0,1,1,0,24506.0,152.0,196,0
0,24,1,45.0,1,1,0,2630.0,152.0,30,0
0,27,1,29.0,1,1,0,29724.0,152.0,93,0
0,27,1,28.0,1,1,0,30671.0,152.0,104,0
0,25,1,14.0,1,1,0,35834.0,152.0,109,0
0,34,1,50.0,0,2,1,14694.0,124.0,241,0
1,24,1,45.0,0,1,1,2630.0,152.0,95,0
0,36,1,41.0,0,2,1,46496.0,26.0,81,0
1,30,1,28.0,1,1,0,71528.0,152.0,225,0
1,53,1,28.0,0,3,1,43832.0,124.0,261,0
0,26,1,29.0,1,1,0,32243.0,152.0,26,0
1,36,1,28.0,0,2,0,40220.0,157.0,231,0
0,26,1,other,1,1,0,26362.0,152.0,159,0
1,32,1,21.0,1,1,0,26295.0,152.0,176,0
1,49,1,6.0,1,2,0,2630.0,124.0,203,0
0,69,1,11.0,0,2,1,24817.0,124.0,276,0
0,41,1,28.0,1,2,0,2630.0,other,16,0
1,25,1,41.0,1,1,0,25302.0,152.0,37,0
1,27,1,other,1,1,0,2630.0,152.0,277,0
0,58,1,48.0,1,2,1,2630.0,other,133,0
0,39,1,other,0,2,1,2630.0,157.0,188,0
0,53,1,28.0,0,3,1,50019.0,124.0,156,0
0,24,1,15.0,0,1,1,29247.0,152.0,55,0
0,21,1,11.0,0,2,1,50023.0,26.0,74,0
1,23,1,41.0,1,1,0,36653.0,152.0,103,0
0,25,1,39.0,0,1,0,49565.0,152.0,255,0
0,54,1,3.0,1,2,0,50132.0,124.0,26,0
0,24,1,29.0,1,1,0,26434.0,152.0,229,0
1,48,1,35.0,0,2,1,31532.0,26.0,283,0
0,74,1,28.0,0,2,0,40695.0,26.0,88,0
1,26,1,other,0,1,0,27885.0,152.0,191,0
0,53,1,46.0,0,2,0,27105.0,124.0,237,0
1,24,1,11.0,0,1,1,27083.0,152.0,160,0
0,55,1,10.0,0,2,1,14555.0,26.0,79,0
1,24,1,3.0,0,2,1,30018.0,124.0,66,0
1,24,1,other,0,1,0,28918.0,152.0,33,0
0,65,0,28.0,1,2,0,51407.0,124.0,135,0
0,36,1,18.0,1,2,0,2630.0,124.0,251,0
0,36,1,28.0,1,2,0,32333.0,124.0,134,0
1,22,1,30.0,1,1,0,28949.0,152.0,242,0
0,50,1,28.0,0,2,0,37386.0,124.0,62,0
0,65,1,35.0,1,2,0,27415.0,26.0,224,0
0,23,1,37.0,0,1,1,27068.0,152.0,76,0
1,68,1,28.0,0,2,1,2630.0,124.0,204,0
0,59,1,10.0,0,2,1,35162.0,26.0,28,0
1,24,1,50.0,1,1,0,24565.0,152.0,190,0
0,21,1,37.0,1,1,1,43709.0,160.0,229,0
1,40,1,14.0,0,2,1,47095.0,152.0,183,0
0,73,1,28.0,0,2,1,59336.0,122.0,255,0
0,24,1,15.0,0,1,0,25912.0,152.0,33,0
0,21,1,33.0,1,1,0,33244.0,152.0,129,0
1,27,1,41.0,1,1,0,38597.0,152.0,197,0
1,39,1,other,1,2,0,2630.0,26.0,100,0
0,54,1,50.0,0,2,1,37360.0,other,117,0
0,43,1,other,1,2,1,30372.0,124.0,68,0
1,44,1,28.0,1,2,0,38886.0,26.0,173,0
1,27,1,28.0,1,1,0,30400.0,152.0,99,0
0,64,1,46.0,1,2,0,33523.0,other,14,0
1,39,1,10.0,1,2,0,39036.0,152.0,229,0
0,44,1,46.0,0,2,1,2630.0,other,155,0
0,24,1,30.0,1,1,0,30058.0,152.0,104,0
0,80,1,46.0,1,2,0,55757.0,26.0,294,0
0,31,1,41.0,1,1,0,29909.0,152.0,143,0
1,79,1,35.0,0,2,1,30900.0,26.0,76,0
1,23,1,30.0,1,1,0,26769.0,152.0,259,0
1,26,1,28.0,1,2,0,2630.0,26.0,63,0
0,39,1,48.0,1,2,0,2630.0,154.0,185,0
0,24,1,6.0,1,1,0,27318.0,152.0,53,0
1,66,1,3.0,1,2,1,2630.0,other,49,0
1,44,1,30.0,1,2,1,28393.0,26.0,143,0
